Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1384|1280|1345|1350|1312|1329|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1384|1280|1345|1350|1312|1329|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1384|1280|1345|1350|2641|,0|0|0|0|0|0|,45070|943|920|940|938|1848|,0|0|0|0|0|0|,7123|151|143|143|120|311|,0|0|0|0|0|0|,0|0|0|0|0|0|,7123|151|143|143|120|311|,0|0|0|0|0|0|,0|0|0|0|0|0|,6837|144|138|137|117|295|,3462|7|7|2|3|268|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3375|137|131|135|114|27|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3375|137|131|135|114|27|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3375|137|131|135|141|,0|0|0|0|0|0|,3900|2375|125|116|121|121|,0|0|0|0|0|0|,3630|2291|123|115|117|115|,0|0|0|0|0|0|,0|0|0|0|0|0|,3630|2291|123|115|117|115|,0|0|0|0|0|0|,0|0|0|0|0|0|,3630|2291|123|115|117|115|,1786|119|5|7|7|100|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1844|2172|118|108|110|15|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1844|2172|118|108|110|15|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1844|2172|118|108|125|,0|0|0|0|0|0|,23090|1407|1949|113|100|111|,0|0|0|0|0|0|,8060|442|642|33|38|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,8060|442|642|33|38|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6789|364|555|32|34|29|,3331|22|25|0|1|27|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3458|342|530|32|33|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3458|342|530|32|33|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3458|342|530|32|35|,0|0|0|0|0|0|,6580|2766|317|480|31|30|,0|0|0|0|0|0|,5040|2091|246|374|23|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5040|2091|246|374|23|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,4902|2028|238|356|23|19|,2439|107|8|23|1|18|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2463|1921|230|333|22|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2463|1921|230|333|22|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2463|1921|230|333|23|,0|0|0|0|0|0|,22490|1999|1756|214|311|22|,0|0|0|0|0|0|,7699|676|623|60|100|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,7699|676|623|60|100|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,6565|585|512|53|84|4|,3304|32|27|3|5|4|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3261|553|485|50|79|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3261|553|485|50|79|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3261|553|485|50|79|,0|0|0|0|0|0|,9270|2766|492|450|48|72|,0|0|0|0|0|0|,6018|1761|305|269|32|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,6018|1761|305|269|32|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,5553|1624|279|245|30|48|,2796|79|17|10|0|47|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2757|1545|262|235|30|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2757|1545|262|235|30|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2757|1545|262|235|31|,0|0|0|0|0|0|,17320|2325|1404|240|224|30|,0|0|0|0|0|0|,7268|915|620|94|83|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,7268|915|620|94|83|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6324|780|553|83|71|10|,3182|47|22|3|2|8|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3142|733|531|80|69|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3142|733|531|80|69|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3142|733|531|80|71|,0|0|0|0|0|0|,11540|2721|659|492|71|61|,0|0|0|0|0|0|,6308|1438|343|254|39|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6308|1438|343|254|39|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,5811|1328|320|235|36|31|,2919|56|12|14|0|26|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2892|1272|308|221|36|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2892|1272|308|221|36|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2892|1272|308|221|41|,0|0|0|0|0|0|,15420|2512|1172|274|206|38|,0|0|0|0|0|0|,6868|1102|489|107|84|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6868|1102|489|107|84|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6182|978|441|96|71|14|,3019|47|27|9|8|13|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3163|931|414|87|63|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3163|931|414|87|63|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3163|931|414|87|64|,0|0|0|0|0|0|,11800|2753|872|393|80|60|,0|0|0|0|0|0|,6559|1447|455|195|38|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6559|1447|455|195|38|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5837|1287|407|173|35|33|,2846|55|22|7|2|31|,0|0|0|0|0|0|
