Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,292|1568|1581|1486|1473|1600|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,292|1568|1581|1486|1473|1600|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|292|1568|1581|1486|3073|,0|0|0|0|0|0|,77480|196|1094|1096|1012|2130|,0|0|0|0|0|0|,7486|22|109|109|93|196|,0|0|0|0|0|0|,0|0|0|0|0|0|,7486|22|109|109|93|196|,0|0|0|0|0|0|,0|0|0|0|0|0|,7469|22|109|109|92|196|,3719|3|6|4|5|13|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3750|19|103|105|87|183|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3750|19|103|105|87|183|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3750|19|103|105|270|,0|0|0|0|0|0|,5540|2607|19|103|105|270|,0|0|0|0|0|0|,4644|2235|18|91|90|227|,0|0|0|0|0|0|,0|0|0|0|0|0|,4644|2235|18|91|90|227|,0|0|0|0|0|0|,0|0|0|0|0|0|,4644|2233|18|91|90|227|,2316|107|0|3|5|6|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,2328|2126|18|88|85|221|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2328|2126|18|88|85|221|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2328|2126|18|88|306|,0|0|0|0|0|0|,47120|2122|2126|18|88|306|,0|0|0|0|0|0|,10458|462|451|7|15|63|,0|0|0|0|0|0|,0|0|0|0|0|0|,10458|462|451|7|15|63|,0|0|0|0|0|0|,0|0|0|0|0|0|,7272|336|299|3|11|49|,3667|19|17|0|0|0|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3605|317|282|3|11|49|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3605|317|282|3|11|49|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3605|317|282|3|60|,0|0|0|0|0|0|,12680|3188|317|282|3|60|,0|0|0|0|0|0|,6433|1724|167|138|2|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6433|1724|167|138|2|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6063|1617|155|130|2|27|,3019|53|4|3|0|1|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,3044|1564|151|127|2|26|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3044|1564|151|127|2|26|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3044|1564|151|127|28|,0|0|0|0|0|0|,37180|2798|1564|151|127|28|,0|0|0|0|0|0|,9032|680|376|38|33|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,9032|680|376|38|33|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,7077|547|295|33|25|5|,3539|24|14|3|2|0|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3538|523|281|30|23|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3538|523|281|30|23|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3538|523|281|30|28|,0|0|0|0|0|0|,17200|3143|523|281|30|28|,0|0|0|0|0|0|,7107|1354|221|125|17|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,7107|1354|221|125|17|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6394|1239|197|113|16|12|,3117|69|7|5|1|2|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,3277|1170|190|108|15|10|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3277|1170|190|108|15|10|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3277|1170|190|108|25|,0|0|0|0|0|0|,29840|3277|1170|190|108|25|,0|0|0|0|0|0|,8333|954|328|53|27|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,8333|954|328|53|27|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,6849|790|262|45|24|6|,3391|46|24|2|1|2|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3458|744|238|43|23|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3458|744|238|43|23|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3458|744|238|43|27|,0|0|0|0|0|0|,0|3458|744|238|43|27|,0|0|0|0|0|0|,0|3458|744|238|43|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|3458|744|238|43|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|3458|744|238|43|27|,0|175|29|9|0|0|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|3283|715|229|43|27|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|3283|715|229|43|27|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|3283|715|229|70|,0|0|0|0|0|0|,0|0|3283|715|229|70|,0|0|0|0|0|0|,0|0|3283|715|229|70|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|3283|715|229|70|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|3283|715|229|70|,0|0|172|32|16|2|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|3111|683|213|68|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|3111|683|213|68|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|3111|683|281|,0|0|0|0|0|0|,0|0|0|3111|683|281|,0|0|0|0|0|0|,0|0|0|3111|683|281|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|3111|683|281|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|3111|683|281|,0|0|0|154|33|13|,0|0|0|0|0|0|
