Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1312|1333|1310|1346|1346|1353|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1312|1333|1310|1346|1346|1353|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1312|1333|1310|1346|2699|,0|0|0|0|0|0|,45720|928|962|905|988|1871|,0|0|0|0|0|0|,7121|143|141|143|148|303|,0|0|0|0|0|0|,0|0|0|0|0|0|,7121|143|141|143|148|303|,0|0|0|0|0|0|,0|0|0|0|0|0|,6804|134|129|135|146|293|,3437|8|3|11|8|268|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3367|126|126|124|138|25|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3367|126|126|124|138|25|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3367|126|126|124|163|,0|0|0|0|0|0|,4090|2455|117|114|113|147|,0|0|0|0|0|0|,3968|2388|112|113|113|144|,0|0|0|0|0|0|,0|0|0|0|0|0|,3968|2388|112|113|113|144|,0|0|0|0|0|0|,0|0|0|0|0|0|,3968|2388|112|113|113|144|,1996|129|8|9|10|123|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1972|2259|104|104|103|21|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1972|2259|104|104|103|21|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1972|2259|104|104|124|,0|0|0|0|0|0|,24070|1591|2125|98|101|121|,0|0|0|0|0|0|,8192|534|679|27|31|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,8192|534|679|27|31|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6547|429|548|23|25|30|,3293|25|28|1|0|26|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3254|404|520|22|25|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3254|404|520|22|25|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3254|404|520|22|29|,0|0|0|0|0|0|,7460|2711|366|483|22|29|,0|0|0|0|0|0|,5280|1942|248|339|14|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5280|1942|248|339|14|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5074|1859|235|326|14|21|,2504|98|9|26|2|18|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2570|1761|226|300|12|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2570|1761|226|300|12|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2570|1761|226|300|15|,0|0|0|0|0|0|,20550|2161|1667|209|287|15|,0|0|0|0|0|0|,7482|750|551|76|112|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,7482|750|551|76|112|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,6362|637|463|65|100|8|,3217|24|20|1|8|7|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3145|613|443|64|92|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3145|613|443|64|92|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3145|613|443|64|93|,0|0|0|0|0|0|,9790|2729|570|419|59|89|,0|0|0|0|0|0|,5785|1591|300|243|32|58|,0|0|0|0|0|0|,0|0|0|0|0|0|,5785|1591|300|243|32|58|,0|0|0|0|0|0|,0|0|0|0|0|0|,5364|1487|281|221|31|51|,2681|76|15|14|2|43|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2683|1411|266|207|29|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2683|1411|266|207|29|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2683|1411|266|207|37|,0|0|0|0|0|0|,17090|2296|1342|258|195|35|,0|0|0|0|0|0|,6982|917|543|99|70|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,6982|917|543|99|70|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,6149|814|462|82|60|13|,3112|37|24|3|1|11|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3037|777|438|79|59|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3037|777|438|79|59|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3037|777|438|79|61|,0|0|0|0|0|0|,11070|2687|731|415|78|57|,0|0|0|0|0|0|,6200|1424|379|220|42|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6200|1424|379|220|42|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5627|1297|339|187|39|29|,2783|60|20|14|3|26|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2844|1237|319|173|36|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2844|1237|319|173|36|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2844|1237|319|173|39|,0|0|0|0|0|0|,15540|2546|1180|306|165|37|,0|0|0|0|0|0|,7113|1136|491|119|70|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,7113|1136|491|119|70|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,6109|978|423|106|57|12|,3007|51|27|9|2|11|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3102|927|396|97|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3102|927|396|97|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3102|927|396|97|56|,0|0|0|0|0|0|,10730|2799|875|378|96|54|,0|0|0|0|0|0|,5995|1465|454|189|55|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5995|1465|454|189|55|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5488|1339|424|175|53|24|,2732|74|21|9|2|21|,0|0|0|0|0|0|
