Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,329|1527|1560|1512|1539|1533|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,329|1527|1560|1512|1539|1533|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|329|1527|1560|1512|3072|,0|0|0|0|0|0|,77540|217|1034|1093|1036|2161|,0|0|0|0|0|0|,7481|18|98|90|109|230|,0|0|0|0|0|0|,0|0|0|0|0|0|,7481|18|98|90|109|230|,0|0|0|0|0|0|,0|0|0|0|0|0|,7454|18|98|90|109|229|,3808|0|6|4|4|14|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3646|18|92|86|105|215|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3646|18|92|86|105|215|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3646|18|92|86|320|,0|0|0|0|0|0|,5520|2496|18|92|86|320|,0|0|0|0|0|0|,4890|2211|18|85|78|288|,0|0|0|0|0|0|,0|0|0|0|0|0|,4890|2211|18|85|78|288|,0|0|0|0|0|0|,0|0|0|0|0|0|,4821|2175|18|84|76|287|,2401|82|0|4|2|15|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,2420|2093|18|80|74|272|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2420|2093|18|80|74|272|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2420|2093|18|80|346|,0|0|0|0|0|0|,46500|2159|2093|18|80|346|,0|0|0|0|0|0|,9743|468|429|6|17|71|,0|0|0|0|0|0|,0|0|0|0|0|0|,9743|468|429|6|17|71|,0|0|0|0|0|0|,0|0|0|0|0|0|,7246|346|316|5|11|50|,3601|16|14|0|1|2|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3645|330|302|5|10|48|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3645|330|302|5|10|48|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3645|330|302|5|58|,0|0|0|0|0|0|,13240|3213|330|302|5|58|,0|0|0|0|0|0|,6620|1668|165|139|4|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6620|1668|165|139|4|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6118|1557|148|129|4|28|,3112|94|12|12|0|1|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,3006|1463|136|117|4|27|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3006|1463|136|117|4|27|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3006|1463|136|117|31|,0|0|0|0|0|0|,34520|2699|1463|136|117|31|,0|0|0|0|0|0|,8895|734|373|40|26|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,8895|734|373|40|26|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,7068|571|290|32|20|5|,3610|22|14|2|2|0|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3458|549|276|30|18|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3458|549|276|30|18|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3458|549|276|30|23|,0|0|0|0|0|0|,17520|3091|549|276|30|23|,0|0|0|0|0|0|,7069|1322|235|97|11|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,7069|1322|235|97|11|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,6455|1196|214|85|10|9|,3292|50|14|2|0|1|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,3163|1146|200|83|10|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3163|1146|200|83|10|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3163|1146|200|83|18|,0|0|0|0|0|0|,28920|3163|1146|200|83|18|,0|0|0|0|0|0|,8358|925|339|54|16|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,8358|925|339|54|16|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,6857|767|281|43|15|5|,3401|39|7|2|1|0|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3456|728|274|41|14|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3456|728|274|41|14|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3456|728|274|41|19|,0|0|0|0|0|0|,0|3456|728|274|41|19|,0|0|0|0|0|0|,0|3456|728|274|41|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|3456|728|274|41|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|3456|728|274|41|19|,0|189|38|13|3|1|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|3267|690|261|38|18|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|3267|690|261|38|18|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|3267|690|261|56|,0|0|0|0|0|0|,0|0|3267|690|261|56|,0|0|0|0|0|0|,0|0|3267|690|261|56|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|3267|690|261|56|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|3267|690|261|56|,0|0|180|36|11|1|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|3087|654|250|55|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|3087|654|250|55|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|3087|654|305|,0|0|0|0|0|0|,0|0|0|3087|654|305|,0|0|0|0|0|0|,0|0|0|3087|654|305|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|3087|654|305|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|3087|654|305|,0|0|0|132|32|14|,0|0|0|0|0|0|
