Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1301|1359|1367|1334|1344|1295|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1301|1359|1367|1334|1344|1295|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1301|1359|1367|1334|2639|,0|0|0|0|0|0|,46350|930|955|963|936|1859|,0|0|0|0|0|0|,7135|138|138|138|143|301|,0|0|0|0|0|0|,0|0|0|0|0|0|,7135|138|138|138|143|301|,0|0|0|0|0|0|,0|0|0|0|0|0|,6857|132|136|135|141|289|,3430|7|10|5|10|254|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3427|125|126|130|131|35|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3427|125|126|130|131|35|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3427|125|126|130|166|,0|0|0|0|0|0|,3590|2422|111|111|113|144|,0|0|0|0|0|0|,3540|2404|110|109|113|142|,0|0|0|0|0|0|,0|0|0|0|0|0|,3540|2404|110|109|113|142|,0|0|0|0|0|0|,0|0|0|0|0|0|,3540|2404|110|109|113|142|,1829|128|6|4|9|132|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1711|2276|104|105|104|10|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1711|2276|104|105|104|10|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1711|2276|104|105|114|,0|0|0|0|0|0|,23600|1339|2016|92|99|106|,0|0|0|0|0|0|,8087|452|631|31|35|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,8087|452|631|31|35|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6761|388|538|21|31|31|,3413|17|22|1|1|31|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3348|371|516|20|30|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3348|371|516|20|30|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3348|371|516|20|30|,0|0|0|0|0|0|,7300|2699|331|472|17|27|,0|0|0|0|0|0|,5236|1964|241|340|14|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5236|1964|241|340|14|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5085|1910|231|334|14|19|,2511|93|16|20|0|16|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2574|1817|215|314|14|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2574|1817|215|314|14|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2574|1817|215|314|17|,0|0|0|0|0|0|,21150|2130|1638|197|291|17|,0|0|0|0|0|0|,7633|728|595|65|106|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,7633|728|595|65|106|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,6532|624|504|55|90|2|,3265|43|26|5|4|2|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3267|581|478|50|86|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3267|581|478|50|86|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3267|581|478|50|86|,0|0|0|0|0|0|,9120|2719|522|446|46|79|,0|0|0|0|0|0|,5926|1772|338|272|29|53|,0|0|0|0|0|0|,0|0|0|0|0|0|,5926|1772|338|272|29|53|,0|0|0|0|0|0|,0|0|0|0|0|0|,5460|1641|322|245|26|48|,2779|85|14|10|0|40|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2681|1556|308|235|26|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2681|1556|308|235|26|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2681|1556|308|235|34|,0|0|0|0|0|0|,18300|2293|1423|273|223|29|,0|0|0|0|0|0|,7316|905|539|105|90|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,7316|905|539|105|90|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,6296|804|476|89|75|8|,3186|43|34|2|5|8|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3110|761|442|87|70|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3110|761|442|87|70|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3110|761|442|87|70|,0|0|0|0|0|0|,11460|2633|698|416|82|65|,0|0|0|0|0|0|,6507|1442|382|228|43|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6507|1442|382|228|43|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,5831|1296|347|204|40|36|,2963|66|15|8|1|33|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2868|1230|332|196|39|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2868|1230|332|196|39|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2868|1230|332|196|42|,0|0|0|0|0|0|,15300|2471|1107|303|181|39|,0|0|0|0|0|0|,7001|1089|460|141|76|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,7001|1089|460|141|76|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6181|955|409|129|67|18|,3102|39|13|5|5|17|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3079|916|396|124|62|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3079|916|396|124|62|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3079|916|396|124|63|,0|0|0|0|0|0|,12740|2719|814|364|113|60|,0|0|0|0|0|0|,6423|1353|399|162|48|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6423|1353|399|162|48|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5928|1268|372|150|46|21|,2941|63|23|11|3|18|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2987|1205|349|139|43|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2987|1205|349|139|43|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2987|1205|349|139|46|,0|0|0|0|0|0|,15500|2676|1087|317|123|40|,0|0|0|0|0|0|,6889|1171|458|143|56|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6889|1171|458|143|56|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6154|1051|409|131|48|14|,3122|59|22|5|3|12|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3032|992|387|126|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3032|992|387|126|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3032|992|387|126|47|,0|0|0|0|0|0|,13080|2680|916|350|115|42|,0|0|0|0|0|0|,6597|1248|436|166|61|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6597|1248|436|166|61|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6006|1148|396|149|57|19|,3064|58|24|10|0|14|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,2942|1090|372|139|57|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2942|1090|372|139|57|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2942|1090|372|139|62|,0|0|0|0|0|0|,14300|2610|990|351|131|54|,0|0|0|0|0|0|,6864|1199|423|154|59|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6864|1199|423|154|59|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6109|1076|363|145|53|19|,3042|66|18|7|0|19|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3067|1010|345|138|53|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3067|1010|345|138|53|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3067|1010|345|138|53|,0|0|0|0|0|0|,12520|2711|922|318|132|44|,0|0|0|0|0|0|,6493|1345|458|157|71|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6493|1345|458|157|71|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5861|1230|403|139|68|26|,2989|71|17|5|3|24|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,2872|1159|386|134|65|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2872|1159|386|134|65|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2872|1159|386|134|67|,0|0|0|0|0|0|,14220|2585|1074|353|126|58|,0|0|0|0|0|0|,6953|1230|484|182|49|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6953|1230|484|182|49|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6067|1074|410|157|44|28|,3090|49|18|9|3|24|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,2977|1025|392|148|41|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2977|1025|392|148|41|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2977|1025|392|148|45|,0|0|0|0|0|0|,12110|2676|927|357|138|44|,0|0|0|0|0|0|,6490|1351|462|186|73|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6490|1351|462|186|73|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5868|1202|425|174|70|21|,2896|57|32|12|6|21|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,2972|1145|393|162|64|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2972|1145|393|162|64|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2972|1145|393|162|64|,0|0|0|0|0|0|,14660|2652|1030|366|144|53|,0|0|0|0|0|0|,6913|1204|503|157|75|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6913|1204|503|157|75|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6115|1054|443|139|69|21|,3076|42|22|9|2|20|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,3039|1012|421|130|67|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3039|1012|421|130|67|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3039|1012|421|130|68|,0|0|0|0|0|0|,14180|2748|929|375|118|60|,0|0|0|0|0|0|,6749|1284|436|169|66|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6749|1284|436|169|66|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6030|1124|388|149|58|25|,3054|46|25|6|4|23|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,2976|1078|363|143|54|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2976|1078|363|143|54|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2976|1078|363|143|56|,0|0|0|0|0|0|,13620|2701|971|329|128|50|,0|0|0|0|0|0|,6871|1262|455|147|62|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6871|1262|455|147|62|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6033|1110|391|127|53|22|,3008|52|20|8|5|21|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,3025|1058|371|119|48|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3025|1058|371|119|48|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3025|1058|371|119|49|,0|0|0|0|0|0|,13480|2708|973|350|110|44|,0|0|0|0|0|0|,6854|1256|440|153|42|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6854|1256|440|153|42|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6059|1088|384|135|38|17|,3040|51|25|11|0|17|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,3019|1037|359|124|38|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3019|1037|359|124|38|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3019|1037|359|124|38|,0|0|0|0|0|0|,13850|2705|940|333|110|35|,0|0|0|0|0|0|,6984|1275|441|153|49|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6984|1275|441|153|49|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6063|1130|382|126|41|14|,2997|58|14|6|2|14|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,3066|1072|368|120|39|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3066|1072|368|120|39|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3066|1072|368|120|39|,0|0|0|0|0|0|,13470|2757|986|335|110|37|,0|0|0|0|0|0|,6568|1281|459|144|49|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6568|1281|459|144|49|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5930|1165|413|131|46|15|,2949|66|19|6|1|12|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,2981|1099|394|125|45|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2981|1099|394|125|45|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2981|1099|394|125|48|,0|0|0|0|0|0|,13600|2758|1028|364|119|44|,0|0|0|0|0|0|,6693|1280|437|180|48|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6693|1280|437|180|48|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6003|1145|377|154|42|21|,2981|74|15|9|4|19|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,3022|1071|362|145|38|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3022|1071|362|145|38|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3022|1071|362|145|40|,0|0|0|0|0|0|,13540|2714|967|330|132|37|,0|0|0|0|0|0|,6875|1267|437|154|73|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6875|1267|437|154|73|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6071|1120|376|136|66|14|,3037|71|22|12|3|14|,0|0|0|0|0|0|
24,0|1|2|3|4|5|,3034|1049|354|124|63|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3034|1049|354|124|63|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3034|1049|354|124|63|,0|0|0|0|0|0|,13090|2736|969|323|112|59|,0|0|0|0|0|0|,6462|1263|465|161|58|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6462|1263|465|161|58|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5889|1150|422|142|53|24|,2938|46|21|10|6|19|,0|0|0|0|0|0|
25,0|1|2|3|4|5|,2951|1104|401|132|47|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2951|1104|401|132|47|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2951|1104|401|132|52|,0|0|0|0|0|0|,14300|2700|1007|366|121|50|,0|0|0|0|0|0|,6712|1270|459|162|54|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6712|1270|459|162|54|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6029|1134|410|147|48|13|,3057|51|24|7|4|12|,0|0|0|0|0|0|
26,0|1|2|3|4|5|,2972|1083|386|140|44|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2972|1083|386|140|44|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2972|1083|386|140|45|,0|0|0|0|0|0|,13470|2703|986|358|129|39|,0|0|0|0|0|0|,6744|1303|458|152|61|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6744|1303|458|152|61|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,5991|1149|398|136|54|14|,2948|56|16|5|0|14|,0|0|0|0|0|0|
27,0|1|2|3|4|5|,3043|1093|382|131|54|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3043|1093|382|131|54|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3043|1093|382|131|54|,0|0|0|0|0|0|,13160|2757|1009|357|112|45|,0|0|0|0|0|0|,7027|1332|479|190|48|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,7027|1332|479|190|48|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,5970|1123|421|168|43|14|,3001|44|21|6|2|14|,0|0|0|0|0|0|
28,0|1|2|3|4|5|,2969|1079|400|162|41|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2969|1079|400|162|41|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2969|1079|400|162|41|,0|0|0|0|0|0|,14180|2696|985|368|149|38|,0|0|0|0|0|0|,6762|1179|492|170|62|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6762|1179|492|170|62|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6040|1051|432|157|57|17|,3002|50|17|5|6|16|,0|0|0|0|0|0|
29,0|1|2|3|4|5|,3038|1001|415|152|51|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3038|1001|415|152|51|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3038|1001|415|152|52|,0|0|0|0|0|0|,13530|2747|902|381|133|48|,0|0|0|0|0|0|,6514|1300|438|185|61|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6514|1300|438|185|61|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5918|1180|401|168|59|20|,2922|68|13|9|1|16|,0|0|0|0|0|0|
