Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1319|1312|1358|1302|1335|1374|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1319|1312|1358|1302|1335|1374|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1319|1312|1358|1302|2709|,0|0|0|0|0|0|,46090|315|357|332|338|703|,0|0|0|0|0|0|,7636|44|70|67|64|124|,0|0|0|0|0|0|,0|0|0|0|0|0|,7636|44|70|67|64|124|,0|0|0|0|0|0|,0|0|0|0|0|0|,7628|44|70|67|64|124|,3740|3|4|3|6|111|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3888|41|66|64|58|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3888|41|66|64|58|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3888|41|66|64|71|,0|0|0|0|0|0|,1930|1030|41|66|64|71|,0|0|0|0|0|0|,1930|1030|41|66|64|71|,0|0|0|0|0|0|,0|0|0|0|0|0|,1930|1030|41|66|64|71|,0|0|0|0|0|0|,0|0|0|0|0|0|,1930|1030|41|66|64|71|,979|49|1|2|0|68|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,951|981|40|64|64|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,951|981|40|64|64|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|951|981|40|64|67|,0|0|0|0|0|0|,9800|461|981|40|64|67|,0|0|0|0|0|0|,7018|351|709|31|48|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,7018|351|709|31|48|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,6841|343|698|31|47|39|,3348|14|43|1|3|36|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3493|329|655|30|44|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3493|329|655|30|44|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3493|329|655|30|47|,0|0|0|0|0|0|,8050|3035|329|655|30|47|,0|0|0|0|0|0|,5500|2153|227|456|17|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5500|2153|227|456|17|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5228|2073|215|436|17|29|,2564|97|9|14|0|25|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2664|1976|206|422|17|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2664|1976|206|422|17|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2664|1976|206|422|21|,0|0|0|0|0|0|,22540|2557|1976|206|422|21|,0|0|0|0|0|0|,7147|866|642|66|150|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,7147|866|642|66|150|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,6463|754|581|58|137|7|,3274|41|33|3|11|6|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3189|713|548|55|126|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3189|713|548|55|126|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3189|713|548|55|127|,0|0|0|0|0|0|,11110|3167|713|548|55|127|,0|0|0|0|0|0|,5964|1763|399|288|28|67|,0|0|0|0|0|0|,0|0|0|0|0|0|,5964|1763|399|288|28|67|,0|0|0|0|0|0|,0|0|0|0|0|0|,5591|1672|372|276|24|64|,2799|96|16|14|0|58|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2792|1576|356|262|24|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2792|1576|356|262|24|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2792|1576|356|262|30|,0|0|0|0|0|0|,19750|2791|1576|356|262|30|,0|0|0|0|0|0|,7153|1080|572|116|86|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,7153|1080|572|116|86|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6336|968|503|103|77|10|,3138|59|23|9|6|9|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3198|909|480|94|71|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3198|909|480|94|71|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3198|909|480|94|72|,0|0|0|0|0|0|,13030|3196|909|480|94|72|,0|0|0|0|0|0|,6320|1641|453|218|45|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,6320|1641|453|218|45|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,5776|1530|410|202|42|38|,2853|66|13|11|2|34|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2923|1464|397|191|40|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2923|1464|397|191|40|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2923|1464|397|191|44|,0|0|0|0|0|0|,17460|2923|1464|397|191|44|,0|0|0|0|0|0|,6735|1174|575|165|71|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6735|1174|575|165|71|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6178|1060|527|149|66|18|,3081|48|23|8|4|17|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3097|1012|504|141|62|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3097|1012|504|141|62|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3097|1012|504|141|63|,0|0|0|0|0|0|,13640|3097|1012|504|141|63|,0|0|0|0|0|0|,6211|1466|467|234|61|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6211|1466|467|234|61|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5890|1374|432|216|57|30|,2932|69|24|8|2|26|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2958|1305|408|208|55|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2958|1305|408|208|55|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2958|1305|408|208|59|,0|0|0|0|0|0|,16110|2958|1305|408|208|59|,0|0|0|0|0|0|,6631|1283|565|187|94|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6631|1283|565|187|94|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6035|1170|510|168|85|31|,3009|60|21|4|8|26|,0|0|0|0|0|0|
