PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,infection,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,43.908878,-122.157688,ID1_F3_m3f16_P3_Y29_UO6522,ID3_F9_m11f14_P11_Y26_UO1361,ID16_F16_m8f7_P8_Y26_UO3386,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.5741918087005615,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F10_m10f2_P10_Y29_UO5602,ID10_F8_m15f15_P15_Y27_UO1720,ID2_F1_m3f5_P3_Y26_UO3028,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.5772422254085541,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F7_m7f14_P7_Y29_UO4999,ID7_F7_m14f11_P14_Y27_UO3839,ID14_F11_m11f8_P11_Y28_UO984,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.5769605934619904,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F3_m3f8_P3_Y29_UO3647,ID3_F9_m11f14_P11_Y26_UO1361,ID8_F9_m9f16_P9_Y28_UO3965,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.5785379819571972,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F16_m16f12_P16_Y29_UO88,ID16_F13_m11f12_P11_Y27_UO2097,ID12_F11_m11f14_P11_Y28_UO3628,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.5767702013254166,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F15_m15f4_P15_Y29_UO6297,ID15_F5_m14f5_P14_Y27_UO580,ID4_F15_m3f2_P3_Y24_UO1607,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.5776705145835876,1,P0_CV0,1,1,1,1,1
1,43.908878,-122.157688,ID1_F10_m10f14_P10_Y29_UO788,ID10_F8_m15f15_P15_Y27_UO1720,ID14_F9_m9f8_P9_Y28_UO1819,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.5777921676635742,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F4_m4f6_P4_Y29_UO2269,ID4_F3_m7f12_P7_Y25_UO3497,ID6_F11_m11f14_P11_Y28_UO1913,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.5776034593582153,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F5_m5f1_P5_Y29_UO4097,ID5_F6_m15f8_P15_Y27_UO321,ID1_F1_m1f4_P1_Y28_UO1938,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.5796455144882202,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F10_m10f2_P10_Y29_UO5605,ID10_F8_m15f15_P15_Y27_UO1720,ID2_F1_m3f5_P3_Y26_UO3028,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.5772422254085541,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F9_m14f8_P14_Y28_UO2781,ID14_F9_m11f9_P11_Y25_UO5991,ID8_F1_m1f7_P1_Y27_UO2021,MXY,2,0.0,1,0,0.0,0,0,0,-9999.0,0.5782058537006378,1,P0_CV0,1,2,0,1,1
