Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1313|1324|1293|1399|1369|1302|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1313|1324|1293|1399|1369|1302|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1313|1324|1293|1399|2671|,0|0|0|0|0|0|,45520|888|904|858|970|1865|,0|0|0|0|0|0|,7083|139|144|152|159|316|,0|0|0|0|0|0|,0|0|0|0|0|0|,7083|139|144|152|159|316|,0|0|0|0|0|0|,0|0|0|0|0|0|,6988|138|140|151|152|311|,3447|6|12|3|7|280|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3541|132|128|148|145|31|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3541|132|128|148|145|31|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3541|132|128|148|176|,0|0|0|0|0|0|,4150|2440|108|111|123|150|,0|0|0|0|0|0|,3999|2368|106|107|117|147|,0|0|0|0|0|0|,0|0|0|0|0|0|,3999|2368|106|107|117|147|,0|0|0|0|0|0|,0|0|0|0|0|0|,3999|2368|106|107|117|147|,1927|107|4|7|4|125|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,2072|2261|102|100|113|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2072|2261|102|100|113|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2072|2261|102|100|135|,0|0|0|0|0|0|,23820|1522|1888|92|91|114|,0|0|0|0|0|0|,7417|514|632|32|32|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,7417|514|632|32|32|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,6818|480|587|32|30|35|,3364|24|29|2|0|29|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3454|456|558|30|30|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3454|456|558|30|30|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3454|456|558|30|36|,0|0|0|0|0|0|,7990|2635|384|491|24|29|,0|0|0|0|0|0|,5835|1869|270|334|17|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5835|1869|270|334|17|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5576|1793|254|318|16|19|,2871|94|10|17|0|17|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2705|1699|244|301|16|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2705|1699|244|301|16|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2705|1699|244|301|18|,0|0|0|0|0|0|,19700|2141|1432|214|272|16|,0|0|0|0|0|0|,7713|836|535|91|114|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,7713|836|535|91|114|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,6636|718|466|81|94|5|,3355|36|24|7|6|4|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3281|682|442|74|88|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3281|682|442|74|88|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3281|682|442|74|89|,0|0|0|0|0|0|,10260|2626|561|387|68|79|,0|0|0|0|0|0|,6032|1634|350|232|43|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,6032|1634|350|232|43|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,5778|1569|332|225|41|42|,2826|72|12|9|5|40|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2952|1497|320|216|36|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2952|1497|320|216|36|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2952|1497|320|216|38|,0|0|0|0|0|0|,17540|2381|1265|282|201|34|,0|0|0|0|0|0|,7288|1008|527|120|78|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,7288|1008|527|120|78|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6453|895|466|110|66|10|,3269|37|25|7|5|9|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3184|858|441|103|61|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3184|858|441|103|61|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3184|858|441|103|62|,0|0|0|0|0|0|,11270|2635|745|389|91|55|,0|0|0|0|0|0|,6255|1448|395|215|49|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6255|1448|395|215|49|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,5914|1384|380|207|45|24|,2929|57|28|12|1|20|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2985|1327|352|195|44|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2985|1327|352|195|44|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2985|1327|352|195|48|,0|0|0|0|0|0|,16020|2477|1151|303|172|41|,0|0|0|0|0|0|,7230|1090|520|155|78|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,7230|1090|520|155|78|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6369|959|461|132|66|13|,3146|45|28|8|6|12|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3223|914|433|124|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3223|914|433|124|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3223|914|433|124|61|,0|0|0|0|0|0|,12900|2724|804|372|105|49|,0|0|0|0|0|0|,6499|1433|417|197|53|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6499|1433|417|197|53|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6015|1338|390|187|52|18|,3021|64|22|11|2|15|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2994|1274|368|176|50|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2994|1274|368|176|50|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2994|1274|368|176|53|,0|0|0|0|0|0|,16180|2566|1105|320|161|44|,0|0|0|0|0|0|,6915|1120|494|158|64|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6915|1120|494|158|64|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6306|1012|448|148|56|19|,3192|45|22|4|2|17|,0|0|0|0|0|0|
