Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1357|1357|1263|1299|1322|1402|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1357|1357|1263|1299|1322|1402|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1357|1357|1263|1299|2724|,0|0|0|0|0|0|,47100|932|924|865|885|1849|,0|0|0|0|0|0|,7158|131|137|134|147|290|,0|0|0|0|0|0|,0|0|0|0|0|0|,7158|131|137|134|147|290|,0|0|0|0|0|0|,0|0|0|0|0|0|,7059|129|135|131|146|279|,3511|7|8|7|5|245|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3548|122|127|124|141|34|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3548|122|127|124|141|34|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3548|122|127|124|175|,0|0|0|0|0|0|,4200|2450|98|114|108|147|,0|0|0|0|0|0|,4013|2386|95|112|105|141|,0|0|0|0|0|0|,0|0|0|0|0|0|,4013|2386|95|112|105|141|,0|0|0|0|0|0|,0|0|0|0|0|0|,4013|2386|95|112|105|141|,2009|115|6|4|8|124|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,2004|2271|89|108|97|17|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2004|2271|89|108|97|17|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2004|2271|89|108|114|,0|0|0|0|0|0|,24990|1450|1911|81|96|100|,0|0|0|0|0|0|,8036|419|656|34|28|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,8036|419|656|34|28|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6972|366|578|29|26|29|,3497|17|26|1|2|27|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3475|349|552|28|24|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3475|349|552|28|24|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3475|349|552|28|26|,0|0|0|0|0|0|,6640|2677|298|490|26|22|,0|0|0|0|0|0|,5258|2107|229|387|22|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5258|2107|229|387|22|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5183|2085|225|385|21|18|,2557|115|14|18|1|17|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2626|1970|211|367|20|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2626|1970|211|367|20|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2626|1970|211|367|21|,0|0|0|0|0|0|,22210|2088|1702|177|317|20|,0|0|0|0|0|0|,7415|743|582|68|117|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,7415|743|582|68|117|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,6620|688|525|60|103|4|,3277|34|25|3|3|4|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3343|654|500|57|100|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3343|654|500|57|100|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3343|654|500|57|100|,0|0|0|0|0|0|,10730|2648|559|437|51|92|,0|0|0|0|0|0|,6221|1574|290|258|32|52|,0|0|0|0|0|0|,0|0|0|0|0|0|,6221|1574|290|258|32|52|,0|0|0|0|0|0|,0|0|0|0|0|0|,5874|1501|277|244|30|49|,2899|76|16|7|2|43|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2975|1425|261|237|28|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2975|1425|261|237|28|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2975|1425|261|237|34|,0|0|0|0|0|0|,16210|2396|1216|228|216|28|,0|0|0|0|0|0|,7156|1029|533|99|86|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,7156|1029|533|99|86|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,6415|922|480|90|79|12|,3171|41|24|5|3|9|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3244|881|456|85|76|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3244|881|456|85|76|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3244|881|456|85|79|,0|0|0|0|0|0|,11830|2678|759|392|65|72|,0|0|0|0|0|0|,6362|1408|391|214|32|42|,0|0|0|0|0|0|,0|0|0|0|0|0|,6362|1408|391|214|32|42|,0|0|0|0|0|0|,0|0|0|0|0|0|,6012|1335|369|201|32|39|,3039|63|16|14|1|34|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2973|1272|353|187|31|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2973|1272|353|187|31|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2973|1272|353|187|36|,0|0|0|0|0|0|,16280|2460|1104|305|160|32|,0|0|0|0|0|0|,6969|1025|459|129|72|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6969|1025|459|129|72|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6432|954|415|121|66|12|,3253|43|13|7|5|11|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3179|911|402|114|61|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3179|911|402|114|61|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3179|911|402|114|62|,0|0|0|0|0|0|,11890|2646|805|348|101|58|,0|0|0|0|0|0|,6534|1403|432|174|55|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6534|1403|432|174|55|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6054|1291|405|165|50|35|,3065|70|23|13|5|31|,0|0|0|0|0|0|
