Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1268|1301|1309|1397|1369|1356|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1268|1301|1309|1397|1369|1356|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1268|1301|1309|1397|2725|,0|0|0|0|0|0|,45490|308|348|338|319|690|,0|0|0|0|0|0|,7670|44|53|61|54|120|,0|0|0|0|0|0|,0|0|0|0|0|0|,7670|44|53|61|54|120|,0|0|0|0|0|0|,0|0|0|0|0|0|,7666|44|52|61|54|120|,3934|3|2|2|2|113|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3732|41|50|59|52|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3732|41|50|59|52|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3732|41|50|59|59|,0|0|0|0|0|0|,1340|959|41|50|59|59|,0|0|0|0|0|0|,1340|959|41|50|59|59|,0|0|0|0|0|0|,0|0|0|0|0|0|,1340|959|41|50|59|59|,0|0|0|0|0|0|,0|0|0|0|0|0|,1340|959|41|50|59|59|,679|50|2|2|4|54|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,661|909|39|48|55|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,661|909|39|48|55|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|661|909|39|48|60|,0|0|0|0|0|0|,9420|368|909|39|48|60|,0|0|0|0|0|0|,7075|278|701|30|36|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,7075|278|701|30|36|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,6903|274|686|29|35|45|,3503|16|46|0|4|41|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3400|258|640|29|31|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3400|258|640|29|31|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3400|258|640|29|35|,0|0|0|0|0|0|,7130|3138|258|640|29|35|,0|0|0|0|0|0|,5038|2324|181|478|20|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5038|2324|181|478|20|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,4991|2303|179|474|20|27|,2510|117|6|19|1|24|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2481|2186|173|455|19|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2481|2186|173|455|19|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2481|2186|173|455|22|,0|0|0|0|0|0|,25440|2385|2186|173|455|22|,0|0|0|0|0|0|,7872|740|709|61|149|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,7872|740|709|61|149|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,6585|652|589|46|122|5|,3284|51|29|1|4|5|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3301|601|560|45|118|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3301|601|560|45|118|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3301|601|560|45|118|,0|0|0|0|0|0|,10120|3265|601|560|45|118|,0|0|0|0|0|0|,5831|1923|321|336|26|66|,0|0|0|0|0|0|,0|0|0|0|0|0|,5831|1923|321|336|26|66|,0|0|0|0|0|0|,0|0|0|0|0|0|,5472|1821|303|315|25|63|,2723|107|18|17|0|54|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2749|1714|285|298|25|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2749|1714|285|298|25|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2749|1714|285|298|34|,0|0|0|0|0|0|,21140|2733|1714|285|298|34|,0|0|0|0|0|0|,7049|966|593|96|96|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,7049|966|593|96|96|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,6424|863|520|92|87|8|,3215|35|25|7|3|8|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3209|828|495|85|84|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3209|828|495|85|84|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3209|828|495|85|84|,0|0|0|0|0|0|,12290|3209|828|495|85|84|,0|0|0|0|0|0|,6060|1672|394|244|48|42|,0|0|0|0|0|0|,0|0|0|0|0|0|,6060|1672|394|244|48|42|,0|0|0|0|0|0|,0|0|0|0|0|0|,5748|1574|367|227|44|40|,2894|83|19|19|0|34|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2854|1491|348|208|44|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2854|1491|348|208|44|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2854|1491|348|208|50|,0|0|0|0|0|0|,17490|2854|1491|348|208|50|,0|0|0|0|0|0|,6976|1156|578|141|90|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6976|1156|578|141|90|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6219|1049|512|123|81|16|,3109|61|17|5|2|15|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3110|988|495|118|79|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3110|988|495|118|79|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3110|988|495|118|80|,0|0|0|0|0|0|,13350|3110|988|495|118|80|,0|0|0|0|0|0|,6056|1542|463|221|63|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6056|1542|463|221|63|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5794|1464|438|209|61|34|,2954|75|24|11|1|29|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2840|1389|414|198|60|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2840|1389|414|198|60|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2840|1389|414|198|65|,0|0|0|0|0|0|,17490|2840|1389|414|198|65|,0|0|0|0|0|0|,7160|1194|563|180|84|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,7160|1194|563|180|84|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6166|1089|477|164|79|23|,3019|44|17|9|1|22|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3147|1045|460|155|78|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3147|1045|460|155|78|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3147|1045|460|155|79|,0|0|0|0|0|0|,14300|3147|1045|460|155|79|,0|0|0|0|0|0|,6240|1530|440|209|70|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6240|1530|440|209|70|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,5879|1417|413|189|66|34|,2946|66|18|8|4|27|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,2933|1351|395|181|62|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2933|1351|395|181|62|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2933|1351|395|181|69|,0|0|0|0|0|0|,16300|2933|1351|395|181|69|,0|0|0|0|0|0|,6828|1289|575|169|67|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6828|1289|575|169|67|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6081|1161|511|157|61|26|,3070|63|25|5|4|23|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3011|1098|486|152|57|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3011|1098|486|152|57|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3011|1098|486|152|60|,0|0|0|0|0|0|,13830|3011|1098|486|152|60|,0|0|0|0|0|0|,6161|1519|479|249|83|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6161|1519|479|249|83|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5792|1419|452|233|79|24|,2911|64|24|17|3|20|,0|0|0|0|0|0|
