Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1377|1324|1339|1310|1376|1274|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1377|1324|1339|1310|1376|1274|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1377|1324|1339|1310|2650|,0|0|0|0|0|0|,45550|344|352|347|328|680|,0|0|0|0|0|0|,7666|59|58|46|54|107|,0|0|0|0|0|0|,0|0|0|0|0|0|,7666|59|58|46|54|107|,0|0|0|0|0|0|,0|0|0|0|0|0|,7662|59|58|46|53|107|,3889|1|4|2|2|98|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3773|58|54|44|51|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3773|58|54|44|51|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3773|58|54|44|60|,0|0|0|0|0|0|,1370|964|58|54|44|60|,0|0|0|0|0|0|,1370|964|58|54|44|60|,0|0|0|0|0|0|,0|0|0|0|0|0|,1370|964|58|54|44|60|,0|0|0|0|0|0|,0|0|0|0|0|0|,1370|964|58|54|44|60|,691|53|5|2|2|57|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,679|911|53|52|42|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,679|911|53|52|42|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|679|911|53|52|45|,0|0|0|0|0|0|,9410|349|911|53|52|45|,0|0|0|0|0|0|,6845|290|686|38|40|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6845|290|686|38|40|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6766|283|680|38|40|31|,3366|14|26|2|0|29|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3400|269|654|36|40|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3400|269|654|36|40|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3400|269|654|36|42|,0|0|0|0|0|0|,7320|3145|269|654|36|42|,0|0|0|0|0|0|,5272|2449|189|499|25|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,5272|2449|189|499|25|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,4928|2355|163|473|23|30|,2427|127|6|25|1|28|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2501|2228|157|448|22|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2501|2228|157|448|22|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2501|2228|157|448|24|,0|0|0|0|0|0|,24900|2401|2228|157|448|24|,0|0|0|0|0|0|,7010|812|641|57|138|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,7010|812|641|57|138|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,6499|728|595|47|119|7|,3269|26|34|4|3|7|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3230|702|561|43|116|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3230|702|561|43|116|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3230|702|561|43|116|,0|0|0|0|0|0|,11210|3185|702|561|43|116|,0|0|0|0|0|0|,6176|1740|400|347|26|69|,0|0|0|0|0|0|,0|0|0|0|0|0|,6176|1740|400|347|26|69|,0|0|0|0|0|0|,0|0|0|0|0|0|,5589|1650|361|320|19|61|,2738|90|12|9|0|55|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2851|1560|349|311|19|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2851|1560|349|311|19|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2851|1560|349|311|25|,0|0|0|0|0|0|,19570|2838|1560|349|311|25|,0|0|0|0|0|0|,7133|1110|507|143|109|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,7133|1110|507|143|109|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,6311|983|474|125|101|4|,3202|54|31|8|6|3|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3109|929|443|117|95|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3109|929|443|117|95|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3109|929|443|117|96|,0|0|0|0|0|0|,13210|3104|929|443|117|96|,0|0|0|0|0|0|,6144|1522|449|232|64|46|,0|0|0|0|0|0|,0|0|0|0|0|0|,6144|1522|449|232|64|46|,0|0|0|0|0|0|,0|0|0|0|0|0|,5820|1425|430|224|57|44|,2916|66|18|13|1|41|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2904|1359|412|211|56|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2904|1359|412|211|56|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2904|1359|412|211|59|,0|0|0|0|0|0|,16320|2903|1359|412|211|59|,0|0|0|0|0|0|,6866|1213|590|187|82|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6866|1213|590|187|82|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,6095|1126|519|167|74|18|,3055|55|22|12|2|18|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3040|1071|497|155|72|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3040|1071|497|155|72|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3040|1071|497|155|72|,0|0|0|0|0|0|,14050|3040|1071|497|155|72|,0|0|0|0|0|0|,6523|1401|487|230|63|40|,0|0|0|0|0|0|,0|0|0|0|0|0|,6523|1401|487|230|63|40|,0|0|0|0|0|0|,0|0|0|0|0|0|,5969|1281|452|208|55|35|,2997|60|22|11|3|31|,0|0|0|0|0|0|
