Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,0|3997|995|2396|475|137|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|3997|995|2396|475|137|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|3997|995|2396|612|,0|0|0|0|0|0|,318720|0|2772|677|1662|417|,0|0|0|0|0|0|,7864|0|79|15|37|11|,3902|0|0|0|0|0|,0|0|0|0|0|0|,3962|0|79|15|37|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,3962|0|79|15|37|11|,3175|0|0|0|0|0|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,787|0|79|15|37|11|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,787|0|79|15|37|11|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|787|0|79|15|48|,0|0|0|0|0|0|,5680|541|0|79|15|48|,0|0|0|0|0|0|,4964|498|0|68|14|44|,2491|0|0|0|0|0|,0|0|0|0|0|0|,2473|498|0|68|14|44|,0|0|0|0|0|0|,0|0|0|0|0|0|,2473|498|0|68|14|44|,1992|0|0|0|0|0|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,481|498|0|68|14|44|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,481|498|0|68|14|44|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|481|498|0|68|58|,0|0|0|0|0|0|,44800|422|498|0|68|58|,0|0|0|0|0|0|,10935|124|128|0|16|11|,5451|0|0|0|0|0|,0|0|0|0|0|0|,5484|124|128|0|16|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,4171|81|99|0|10|5|,3335|0|0|0|0|0|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,836|81|99|0|10|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,836|81|99|0|10|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|836|81|99|0|15|,0|0|0|0|0|0|,14960|712|81|99|0|15|,0|0|0|0|0|0|,8713|450|54|52|0|11|,4304|0|0|0|0|0|,0|0|0|0|0|0|,4409|450|54|52|0|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,3842|408|45|47|0|9|,3067|0|0|0|0|0|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,775|408|45|47|0|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,775|408|45|47|0|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|775|408|45|47|9|,0|0|0|0|0|0|,40480|716|408|45|47|9|,0|0|0|0|0|0|,11266|234|108|14|9|2|,5648|0|0|0|0|0|,0|0|0|0|0|0|,5618|234|108|14|9|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,4084|170|77|10|5|1|,3248|0|0|0|0|0|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,836|170|77|10|5|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,836|170|77|10|5|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|836|170|77|10|6|,0|0|0|0|0|0|,20960|781|170|77|10|6|,0|0|0|0|0|0|,9244|407|82|37|5|2|,4663|0|0|0|0|0|,0|0|0|0|0|0|,4581|407|82|37|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,3994|344|73|32|2|2|,3154|0|0|0|0|0|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,840|344|73|32|2|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,840|344|73|32|2|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|840|344|73|32|4|,0|0|0|0|0|0|,0|840|344|73|32|4|,0|0|0|0|0|0|,0|840|344|73|32|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|840|344|73|32|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|840|344|73|32|4|,0|0|0|0|0|0|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|840|344|73|32|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|840|344|73|32|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|840|344|73|36|,0|0|0|0|0|0|,0|0|840|344|73|36|,0|0|0|0|0|0|,0|0|840|344|73|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|840|344|73|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|840|344|73|36|,0|0|0|0|0|0|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|840|344|73|36|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|840|344|73|36|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|840|344|109|,0|0|0|0|0|0|,0|0|0|840|344|109|,0|0|0|0|0|0|,0|0|0|840|344|109|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|840|344|109|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|840|344|109|,0|0|0|0|0|0|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|840|344|109|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|840|344|109|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|840|453|,0|0|0|0|0|0|,0|0|0|0|840|453|,0|0|0|0|0|0|,0|0|0|0|840|453|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|840|453|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|840|453|,0|0|0|0|0|0|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,0|0|0|0|840|453|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|840|453|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,0|0|0|0|0|1293|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1293|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,0|0|0|0|0|1293|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1293|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1293|,0|0|0|0|0|0|,0|0|0|0|0|0|
