Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1295|1383|1304|1360|1304|1354|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1295|1383|1304|1360|1304|1354|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1295|1383|1304|1360|2658|,0|0|0|0|0|0|,47420|885|961|875|946|1873|,0|0|0|0|0|0|,7169|131|157|141|145|256|,0|0|0|0|0|0|,0|0|0|0|0|0|,7169|131|157|141|145|256|,0|0|0|0|0|0|,0|0|0|0|0|0|,7052|129|150|141|143|253|,3646|7|9|7|7|219|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3406|122|141|134|136|34|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3406|122|141|134|136|34|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3406|122|141|134|170|,0|0|0|0|0|0|,3840|2335|100|116|111|145|,0|0|0|0|0|0|,3756|2287|96|113|106|142|,0|0|0|0|0|0|,0|0|0|0|0|0|,3756|2287|96|113|106|142|,0|0|0|0|0|0|,0|0|0|0|0|0|,3756|2287|96|113|106|142|,1893|102|7|9|3|129|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1863|2185|89|104|103|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1863|2185|89|104|103|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1863|2185|89|104|116|,0|0|0|0|0|0|,22630|1368|1847|80|89|108|,0|0|0|0|0|0|,7898|527|621|22|37|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,7898|527|621|22|37|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,6906|462|545|20|31|36|,3411|12|26|1|1|32|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3495|450|519|19|30|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3495|450|519|19|30|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3495|450|519|19|34|,0|0|0|0|0|0|,8110|2698|377|468|17|33|,0|0|0|0|0|0|,5623|1875|262|319|13|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5623|1875|262|319|13|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5470|1836|256|310|13|23|,2725|110|7|17|1|23|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2745|1726|249|293|12|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2745|1726|249|293|12|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2745|1726|249|293|12|,0|0|0|0|0|0|,21060|2187|1482|217|246|9|,0|0|0|0|0|0|,7732|771|535|64|104|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,7732|771|535|64|104|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,6701|680|467|54|89|5|,3411|31|28|4|4|5|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3290|649|439|50|85|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3290|649|439|50|85|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3290|649|439|50|85|,0|0|0|0|0|0|,9700|2641|561|389|42|70|,0|0|0|0|0|0|,6154|1678|345|226|30|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,6154|1678|345|226|30|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,5816|1580|321|212|29|42|,2885|67|20|10|1|37|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2931|1513|301|202|28|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2931|1513|301|202|28|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2931|1513|301|202|33|,0|0|0|0|0|0|,17200|2396|1314|263|179|30|,0|0|0|0|0|0|,6885|1030|537|96|76|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6885|1030|537|96|76|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6379|955|486|90|76|12|,3177|64|30|3|1|12|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3202|891|456|87|75|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3202|891|456|87|75|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3202|891|456|87|75|,0|0|0|0|0|0|,12500|2601|756|409|77|65|,0|0|0|0|0|0|,6651|1365|403|247|33|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6651|1365|403|247|33|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6086|1244|374|231|30|35|,3057|54|17|17|0|31|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,3029|1190|357|214|30|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3029|1190|357|214|30|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3029|1190|357|214|34|,0|0|0|0|0|0|,14720|2480|1060|307|191|28|,0|0|0|0|0|0|,6832|1096|492|132|87|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6832|1096|492|132|87|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6301|1027|455|125|80|12|,3095|53|30|8|8|11|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3206|974|425|117|72|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3206|974|425|117|72|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3206|974|425|117|73|,0|0|0|0|0|0|,13370|2665|856|359|103|67|,0|0|0|0|0|0|,6920|1302|424|168|56|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,6920|1302|424|168|56|43|,0|0|0|0|0|0|,0|0|0|0|0|0|,6195|1186|377|152|50|40|,3118|62|18|10|3|38|,0|0|0|0|0|0|
