Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1396|1337|1322|1343|1263|1339|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1396|1337|1322|1343|1263|1339|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1396|1337|1322|1343|2602|,0|0|0|0|0|0|,19950|961|930|887|934|1812|,0|0|0|0|0|0|,6308|310|296|265|302|519|,3173|0|0|0|0|0|,0|0|0|0|0|0|,3135|310|296|265|302|519|,0|0|0|0|0|0|,0|0|0|0|0|0|,3135|310|296|265|302|519|,1891|22|52|42|44|304|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,1244|288|244|223|258|215|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1244|288|244|223|258|215|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1244|288|244|223|473|,0|0|0|0|0|0|,3940|828|288|244|223|473|,0|0|0|0|0|0|,3940|828|288|244|223|473|,1990|0|0|0|0|0|,0|0|0|0|0|0|,1950|828|288|244|223|473|,0|0|0|0|0|0|,0|0|0|0|0|0|,1950|828|288|244|223|473|,1158|46|58|48|35|274|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,792|782|230|196|188|199|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,792|782|230|196|188|199|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|792|782|230|196|387|,0|0|0|0|0|0|,9890|717|782|230|196|387|,0|0|0|0|0|0|,6479|485|516|150|139|248|,3214|0|0|0|0|0|,0|0|0|0|0|0|,3265|485|516|150|139|248|,0|0|0|0|0|0|,0|0|0|0|0|0|,3249|482|515|148|139|248|,1910|19|110|20|23|154|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,1339|463|405|128|116|94|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1339|463|405|128|116|94|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1339|463|405|128|210|,0|0|0|0|0|0|,6010|1176|463|405|128|210|,0|0|0|0|0|0|,5500|1115|415|368|124|196|,2706|0|0|0|0|0|,0|0|0|0|0|0|,2794|1115|415|368|124|196|,0|0|0|0|0|0|,0|0|0|0|0|0|,2724|1085|408|365|124|192|,1612|44|86|73|19|116|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,1112|1041|322|292|105|76|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1112|1041|322|292|105|76|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1112|1041|322|292|181|,0|0|0|0|0|0|,13850|1030|1041|322|292|181|,0|0|0|0|0|0|,7590|570|559|179|188|96|,3817|0|0|0|0|0|,0|0|0|0|0|0|,3773|570|559|179|188|96|,0|0|0|0|0|0|,0|0|0|0|0|0|,3447|524|506|160|175|89|,2048|25|102|26|28|56|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,1399|499|404|134|147|33|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1399|499|404|134|147|33|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1399|499|404|134|180|,0|0|0|0|0|0|,7800|1266|499|404|134|180|,0|0|0|0|0|0|,6343|1095|397|334|112|151|,3177|0|0|0|0|0|,0|0|0|0|0|0|,3166|1095|397|334|112|151|,0|0|0|0|0|0|,0|0|0|0|0|0|,3076|1057|383|321|110|148|,1892|53|84|56|17|77|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,1184|1004|299|265|93|71|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1184|1004|299|265|93|71|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1184|1004|299|265|164|,0|0|0|0|0|0|,13620|1096|1004|299|265|164|,0|0|0|0|0|0|,7558|616|571|181|142|83|,3784|0|0|0|0|0|,0|0|0|0|0|0|,3774|616|571|181|142|83|,0|0|0|0|0|0|,0|0|0|0|0|0|,3434|562|527|165|119|77|,2080|33|113|32|12|41|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,1354|529|414|133|107|36|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1354|529|414|133|107|36|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1354|529|414|133|143|,0|0|0|0|0|0|,7690|1192|529|414|133|143|,0|0|0|0|0|0|,6203|988|433|345|113|120|,3071|0|0|0|0|0|,0|0|0|0|0|0|,3132|988|433|345|113|120|,0|0|0|0|0|0|,0|0|0|0|0|0|,3047|964|424|334|108|117|,1820|48|82|58|20|76|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,1227|916|342|276|88|41|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1227|916|342|276|88|41|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1227|916|342|276|129|,0|0|0|0|0|0|,12800|1163|916|342|276|129|,0|0|0|0|0|0|,7366|685|539|208|172|72|,3726|0|0|0|0|0|,0|0|0|0|0|0|,3640|685|539|208|172|72|,0|0|0|0|0|0|,0|0|0|0|0|0|,3378|634|501|192|159|66|,2013|33|114|30|20|34|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,1365|601|387|162|139|32|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1365|601|387|162|139|32|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1365|601|387|162|171|,0|0|0|0|0|0|,0|1171|601|387|162|171|,0|0|0|0|0|0|,0|1171|601|387|162|171|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1171|601|387|162|171|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1171|601|387|162|171|,0|62|114|53|22|112|,0|0|0|0|0|0|
