Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1357|1322|1349|1328|1349|1295|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1357|1322|1349|1328|1349|1295|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1357|1322|1349|1328|2644|,0|0|0|0|0|0|,46040|344|322|333|348|637|,0|0|0|0|0|0|,7675|52|52|45|64|110|,0|0|0|0|0|0|,0|0|0|0|0|0|,7675|52|52|45|64|110|,0|0|0|0|0|0|,0|0|0|0|0|0|,7670|52|52|45|64|110|,3839|1|5|3|3|98|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3831|51|47|42|61|12|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3831|51|47|42|61|12|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3831|51|47|42|73|,0|0|0|0|0|0|,1220|913|51|47|42|73|,0|0|0|0|0|0|,1220|913|51|47|42|73|,0|0|0|0|0|0|,0|0|0|0|0|0|,1220|913|51|47|42|73|,0|0|0|0|0|0|,0|0|0|0|0|0|,1220|913|51|47|42|73|,626|45|5|3|1|65|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,594|868|46|44|41|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,594|868|46|44|41|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|594|868|46|44|49|,0|0|0|0|0|0|,9090|353|868|46|44|49|,0|0|0|0|0|0|,6613|275|655|33|35|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,6613|275|655|33|35|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,6613|275|655|33|35|41|,3286|15|30|2|1|36|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3327|260|625|31|34|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3327|260|625|31|34|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3327|260|625|31|39|,0|0|0|0|0|0|,6470|3149|260|625|31|39|,0|0|0|0|0|0|,4747|2434|186|480|25|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,4747|2434|186|480|25|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,4747|2434|186|480|25|23|,2423|146|8|26|0|22|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2324|2288|178|454|25|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2324|2288|178|454|25|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2324|2288|178|454|26|,0|0|0|0|0|0|,26500|2269|2288|178|454|26|,0|0|0|0|0|0|,7391|661|653|42|153|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,7391|661|653|42|153|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,6654|598|572|40|124|10|,3317|36|32|2|4|9|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3337|562|540|38|120|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3337|562|540|38|120|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3337|562|540|38|121|,0|0|0|0|0|0|,9870|3309|562|540|38|121|,0|0|0|0|0|0|,5626|1937|308|313|22|74|,0|0|0|0|0|0|,0|0|0|0|0|0|,5626|1937|308|313|22|74|,0|0|0|0|0|0|,0|0|0|0|0|0|,5447|1872|290|299|22|69|,2729|105|20|9|2|64|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2718|1767|270|290|20|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2718|1767|270|290|20|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2718|1767|270|290|25|,0|0|0|0|0|0|,21200|2718|1767|270|290|25|,0|0|0|0|0|0|,7571|957|640|98|101|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,7571|957|640|98|101|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,6420|855|549|82|84|8|,3254|45|32|4|3|8|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3166|810|517|78|81|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3166|810|517|78|81|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3166|810|517|78|81|,0|0|0|0|0|0|,11490|3166|810|517|78|81|,0|0|0|0|0|0|,5855|1741|407|272|26|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,5855|1741|407|272|26|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,5615|1674|394|253|25|37|,2790|96|28|11|2|34|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2825|1578|366|242|23|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2825|1578|366|242|23|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2825|1578|366|242|26|,0|0|0|0|0|0|,20050|2825|1578|366|242|26|,0|0|0|0|0|0|,7654|1118|604|136|88|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,7654|1118|604|136|88|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6287|996|511|117|78|10|,3156|62|24|6|3|8|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3131|934|487|111|75|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3131|934|487|111|75|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3131|934|487|111|77|,0|0|0|0|0|0|,12510|3131|934|487|111|77|,0|0|0|0|0|0|,6159|1602|474|255|62|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6159|1602|474|255|62|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,5729|1475|454|244|61|35|,2845|84|30|9|5|33|,0|0|0|0|0|0|
