PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,infection,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y12_UO186,I1_F1_m1f6_P1_Y6_UO86,I10_F10_m-1f-1_P10_Y-1_U3,FXX,13,0.0,1,0,1.0,0,0,0,-9999.0,0.75,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y12_UO156,I1_F1_m1f7_P1_Y8_UO213,I10_F10_m-1f-1_P10_Y-1_U3,FXX,13,0.0,1,0,1.0,0,0,0,-9999.0,0.859375,1,P0_CV0,1,1,1,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y10_UO247,I1_F1_m1f7_P1_Y6_UO1,I10_F10_m-1f-1_P10_Y-1_U3,FXX,15,0.0,1,0,1.0,0,0,0,-9999.0,0.75,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y8_UO58,S1_F1_m1f7_P1_Y6_UO1,I10_F10_m-1f-1_P10_Y-1_U3,FXX,17,0.0,1,0,1.0,0,0,0,-9999.0,0.75,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y12_UO259,S1_F1_m1f10_P1_Y10_UO532,I10_F10_m-1f-1_P10_Y-1_U3,FXX,13,0.0,1,0,1.0,0,0,0,-9999.0,0.953125,1,P12_CV0,1,2,0,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y10_UO532,I1_F1_m1f13_P1_Y5_UO969,I10_F10_m-1f-1_P10_Y-1_U3,FXX,15,0.0,1,0,1.0,0,0,0,-9999.0,0.90625,1,P12_CV0,1,2,0,0,2
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y12_UO576,I1_F1_m1f6_P1_Y9_UO309,I10_F10_m-1f-1_P10_Y-1_U3,FXX,13,0.0,1,0,1.0,0,0,0,-9999.0,0.75,1,P5_CV0,1,1,1,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y11_UO864,S1_F1_m1f6_P1_Y9_UO463,I10_F10_m-1f-1_P10_Y-1_U3,FXX,14,0.0,1,0,1.0,0,0,0,-9999.0,0.84375,1,P5_CV0,1,2,0,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y12_UO1175,I1_F1_m1f10_P1_Y8_UO1152,I10_F10_m-1f-1_P10_Y-1_U3,FXX,13,0.0,1,0,1.0,0,0,0,-9999.0,0.875,1,P9_CV0,1,2,0,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y12_UO443,I1_F1_m1f2_P1_Y8_UO264,I10_F10_m-1f-1_P10_Y-1_U3,FXX,13,0.0,1,0,1.0,0,0,0,-9999.0,0.9375,1,P9_CV0,1,2,0,1,1
1,43.908878,-122.157688,I1_F1_m1f10_P1_Y12_UO1082,S1_F1_m1f10_P1_Y10_UO1259,I10_F10_m-1f-1_P10_Y-1_U3,FXX,13,0.0,1,0,1.0,0,0,0,-9999.0,0.9375,1,P9_CV0,1,2,0,2,0
