Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1230|1291|1401|1407|1335|1336|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1230|1291|1401|1407|1335|1336|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1230|1291|1401|1407|2671|,0|0|0|0|0|0|,47030|309|295|365|351|712|,0|0|0|0|0|0|,7647|47|69|54|54|127|,0|0|0|0|0|0|,0|0|0|0|0|0|,7647|47|69|54|54|127|,0|0|0|0|0|0|,0|0|0|0|0|0|,7645|47|69|54|54|127|,3845|1|1|0|1|111|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3800|46|68|54|53|16|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3800|46|68|54|53|16|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3800|46|68|54|69|,0|0|0|0|0|0|,1760|966|46|68|54|69|,0|0|0|0|0|0|,1760|966|46|68|54|69|,0|0|0|0|0|0|,0|0|0|0|0|0|,1760|966|46|68|54|69|,0|0|0|0|0|0|,0|0|0|0|0|0|,1760|966|46|68|54|69|,887|48|3|5|6|61|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,873|918|43|63|48|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,873|918|43|63|48|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|873|918|43|63|56|,0|0|0|0|0|0|,10160|494|918|43|63|56|,0|0|0|0|0|0|,6718|340|661|22|36|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6718|340|661|22|36|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6715|340|661|22|36|34|,3414|12|34|1|3|30|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3301|328|627|21|33|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3301|328|627|21|33|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3301|328|627|21|37|,0|0|0|0|0|0|,7180|3016|328|627|21|37|,0|0|0|0|0|0|,5183|2218|223|463|18|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5183|2218|223|463|18|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5099|2193|212|453|17|26|,2564|116|6|24|2|25|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2535|2077|206|429|15|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2535|2077|206|429|15|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2535|2077|206|429|16|,0|0|0|0|0|0|,23850|2449|2077|206|429|16|,0|0|0|0|0|0|,7355|798|613|81|134|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,7355|798|613|81|134|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,6572|691|546|71|116|1|,3295|31|35|4|3|0|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3277|660|511|67|113|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3277|660|511|67|113|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3277|660|511|67|114|,0|0|0|0|0|0|,10740|3256|660|511|67|114|,0|0|0|0|0|0|,5772|1872|394|262|46|63|,0|0|0|0|0|0|,0|0|0|0|0|0|,5772|1872|394|262|46|63|,0|0|0|0|0|0|,0|0|0|0|0|0|,5507|1778|364|252|42|57|,2767|93|17|9|3|51|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2740|1685|347|243|39|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2740|1685|347|243|39|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2740|1685|347|243|45|,0|0|0|0|0|0|,19530|2727|1685|347|243|45|,0|0|0|0|0|0|,7202|1034|612|122|81|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,7202|1034|612|122|81|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,6364|905|545|106|70|9|,3182|54|31|6|3|9|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3182|851|514|100|67|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3182|851|514|100|67|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3182|851|514|100|67|,0|0|0|0|0|0|,12440|3179|851|514|100|67|,0|0|0|0|0|0|,6039|1640|419|266|55|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6039|1640|419|266|55|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5731|1542|400|249|52|26|,2789|85|20|14|3|22|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2942|1457|380|235|49|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2942|1457|380|235|49|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2942|1457|380|235|53|,0|0|0|0|0|0|,17900|2942|1457|380|235|53|,0|0|0|0|0|0|,7063|1188|558|150|97|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,7063|1188|558|150|97|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6208|1062|489|133|84|18|,3062|52|25|6|5|16|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3146|1010|464|127|79|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3146|1010|464|127|79|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3146|1010|464|127|81|,0|0|0|0|0|0|,13690|3146|1010|464|127|81|,0|0|0|0|0|0|,6241|1524|440|229|63|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6241|1524|440|229|63|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,5859|1423|408|212|61|36|,2895|73|24|17|0|29|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2964|1350|384|195|61|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2964|1350|384|195|61|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2964|1350|384|195|68|,0|0|0|0|0|0|,16820|2964|1350|384|195|68|,0|0|0|0|0|0|,7094|1229|562|170|70|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,7094|1229|562|170|70|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6163|1106|490|152|66|21|,3123|60|29|8|4|19|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3040|1046|461|144|62|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3040|1046|461|144|62|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3040|1046|461|144|64|,0|0|0|0|0|0|,13900|3040|1046|461|144|64|,0|0|0|0|0|0|,6350|1427|491|216|72|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6350|1427|491|216|72|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,5925|1312|467|203|63|29|,3007|70|22|6|2|24|,0|0|0|0|0|0|
