Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1333|1397|1310|1347|1330|1283|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1333|1397|1310|1347|1330|1283|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1333|1397|1310|1347|2613|,0|0|0|0|0|0|,46030|338|331|329|343|662|,0|0|0|0|0|0|,7638|57|71|58|62|106|,0|0|0|0|0|0|,0|0|0|0|0|0|,7638|57|71|58|62|106|,0|0|0|0|0|0|,0|0|0|0|0|0|,7634|57|71|58|62|106|,3718|0|1|3|4|99|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3916|57|70|55|58|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3916|57|70|55|58|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3916|57|70|55|65|,0|0|0|0|0|0|,1680|936|57|70|55|65|,0|0|0|0|0|0|,1680|936|57|70|55|65|,0|0|0|0|0|0|,0|0|0|0|0|0|,1680|936|57|70|55|65|,0|0|0|0|0|0|,0|0|0|0|0|0|,1680|936|57|70|55|65|,860|41|2|5|1|60|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,820|895|55|65|54|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,820|895|55|65|54|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|820|895|55|65|59|,0|0|0|0|0|0|,9280|443|895|55|65|59|,0|0|0|0|0|0|,7067|347|695|45|54|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,7067|347|695|45|54|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6822|343|673|44|51|38|,3347|21|30|3|4|33|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3475|322|643|41|47|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3475|322|643|41|47|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3475|322|643|41|52|,0|0|0|0|0|0|,7440|3148|322|643|41|52|,0|0|0|0|0|0|,5152|2316|213|454|29|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,5152|2316|213|454|29|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,5018|2265|206|445|29|37|,2515|107|6|27|1|34|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2503|2158|200|418|28|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2503|2158|200|418|28|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2503|2158|200|418|31|,0|0|0|0|0|0|,24950|2404|2158|200|418|31|,0|0|0|0|0|0|,7737|783|658|67|158|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,7737|783|658|67|158|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6545|670|572|59|138|11|,3236|34|31|2|7|11|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3309|636|541|57|131|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3309|636|541|57|131|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3309|636|541|57|131|,0|0|0|0|0|0|,10320|3285|636|541|57|131|,0|0|0|0|0|0|,5660|1944|365|314|24|85|,0|0|0|0|0|0|,0|0|0|0|0|0|,5660|1944|365|314|24|85|,0|0|0|0|0|0|,0|0|0|0|0|0|,5394|1855|346|302|23|79|,2669|98|22|19|2|68|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2725|1757|324|283|21|11|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2725|1757|324|283|21|11|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2725|1757|324|283|32|,0|0|0|0|0|0|,20670|2722|1757|324|283|32|,0|0|0|0|0|0|,7206|990|586|122|97|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,7206|990|586|122|97|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,6412|874|505|105|90|10|,3202|44|21|3|8|10|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3210|830|484|102|82|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3210|830|484|102|82|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3210|830|484|102|82|,0|0|0|0|0|0|,12000|3210|830|484|102|82|,0|0|0|0|0|0|,6081|1666|417|239|55|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,6081|1666|417|239|55|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,5730|1552|396|226|52|43|,2826|82|22|6|3|35|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2904|1470|374|220|49|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2904|1470|374|220|49|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2904|1470|374|220|57|,0|0|0|0|0|0|,17590|2904|1470|374|220|57|,0|0|0|0|0|0|,7007|1211|569|178|98|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,7007|1211|569|178|98|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6135|1082|512|155|92|23|,3105|59|27|6|5|18|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3030|1023|485|149|87|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3030|1023|485|149|87|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3030|1023|485|149|92|,0|0|0|0|0|0|,13410|3030|1023|485|149|92|,0|0|0|0|0|0|,6414|1484|480|236|74|49|,0|0|0|0|0|0|,0|0|0|0|0|0|,6414|1484|480|236|74|49|,0|0|0|0|0|0|,0|0|0|0|0|0|,5851|1369|447|221|71|41|,2907|59|26|4|3|34|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2944|1310|421|217|68|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2944|1310|421|217|68|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2944|1310|421|217|75|,0|0|0|0|0|0|,16670|2944|1310|421|217|75|,0|0|0|0|0|0|,6821|1227|517|176|83|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6821|1227|517|176|83|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6160|1103|468|158|77|34|,3103|43|23|6|1|29|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3057|1060|445|152|76|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3057|1060|445|152|76|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3057|1060|445|152|81|,0|0|0|0|0|0|,14310|3057|1060|445|152|81|,0|0|0|0|0|0|,6552|1478|468|229|69|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6552|1478|468|229|69|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,5916|1363|419|203|62|35|,2927|70|17|13|2|32|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,2989|1293|402|190|60|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2989|1293|402|190|60|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2989|1293|402|190|63|,0|0|0|0|0|0|,16730|2989|1293|402|190|63|,0|0|0|0|0|0|,6563|1198|513|162|76|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6563|1198|513|162|76|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6177|1093|480|150|74|26|,3077|59|26|13|3|23|,0|0|0|0|0|0|
