Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1393|1318|1294|1278|1329|1388|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1393|1318|1294|1278|1329|1388|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1393|1318|1294|1278|2717|,0|0|0|0|0|0|,46060|348|316|317|326|715|,0|0|0|0|0|0|,7675|60|55|44|51|118|,0|0|0|0|0|0|,0|0|0|0|0|0|,7675|60|55|44|51|118|,0|0|0|0|0|0|,0|0|0|0|0|0|,7667|60|55|44|50|118|,3822|4|4|0|1|106|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3845|56|51|44|49|12|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3845|56|51|44|49|12|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3845|56|51|44|61|,0|0|0|0|0|0|,1470|948|56|51|44|61|,0|0|0|0|0|0|,1470|948|56|51|44|61|,0|0|0|0|0|0|,0|0|0|0|0|0|,1470|948|56|51|44|61|,0|0|0|0|0|0|,0|0|0|0|0|0|,1470|948|56|51|44|61|,731|44|1|4|3|55|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,739|904|55|47|41|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,739|904|55|47|41|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|739|904|55|47|47|,0|0|0|0|0|0|,9480|378|904|55|47|47|,0|0|0|0|0|0|,7143|310|700|45|41|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,7143|310|700|45|41|37|,0|0|0|0|0|0|,0|0|0|0|0|0|,6860|286|678|44|41|36|,3441|9|30|3|0|33|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3419|277|648|41|41|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3419|277|648|41|41|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3419|277|648|41|44|,0|0|0|0|0|0|,7560|3081|277|648|41|44|,0|0|0|0|0|0|,5490|2313|189|480|30|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5490|2313|189|480|30|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,5031|2232|176|462|28|26|,2556|121|7|26|2|23|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2475|2111|169|436|26|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2475|2111|169|436|26|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2475|2111|169|436|29|,0|0|0|0|0|0|,23830|2358|2111|169|436|29|,0|0|0|0|0|0|,6896|804|657|64|127|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6896|804|657|64|127|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6474|711|625|55|121|12|,3256|43|20|3|2|11|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3218|668|605|52|119|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3218|668|605|52|119|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3218|668|605|52|120|,0|0|0|0|0|0|,11520|3179|668|605|52|120|,0|0|0|0|0|0|,6298|1761|389|319|32|64|,0|0|0|0|0|0|,0|0|0|0|0|0|,6298|1761|389|319|32|64|,0|0|0|0|0|0|,0|0|0|0|0|0|,5631|1648|337|300|22|60|,2873|78|23|12|1|56|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2758|1570|314|288|21|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2758|1570|314|288|21|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2758|1570|314|288|25|,0|0|0|0|0|0|,18940|2734|1570|314|288|25|,0|0|0|0|0|0|,6780|1061|561|131|98|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,6780|1061|561|131|98|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,6302|952|527|118|91|9|,3130|65|22|8|4|9|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3172|887|505|110|87|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3172|887|505|110|87|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3172|887|505|110|87|,0|0|0|0|0|0|,13000|3170|887|505|110|87|,0|0|0|0|0|0|,6541|1604|427|256|61|46|,0|0|0|0|0|0|,0|0|0|0|0|0|,6541|1604|427|256|61|46|,0|0|0|0|0|0|,0|0|0|0|0|0|,5797|1493|380|237|52|40|,2924|69|18|12|5|37|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2873|1424|362|225|47|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2873|1424|362|225|47|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2873|1424|362|225|50|,0|0|0|0|0|0|,17050|2870|1424|362|225|50|,0|0|0|0|0|0|,6676|1162|541|137|74|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6676|1162|541|137|74|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6234|1042|510|125|69|18|,3144|43|29|7|6|18|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3090|999|481|118|63|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3090|999|481|118|63|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3090|999|481|118|63|,0|0|0|0|0|0|,13140|3090|999|481|118|63|,0|0|0|0|0|0|,6318|1529|473|237|57|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6318|1529|473|237|57|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,5844|1430|425|220|52|29|,2922|65|19|6|1|26|,0|0|0|0|0|0|
