Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,0|4032|1015|2388|443|122|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|4032|1015|2388|443|122|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|4032|1015|2388|565|,0|0|0|0|0|0|,316320|0|2786|702|1626|397|,0|0|0|0|0|0|,7851|0|80|27|38|13|,3939|0|0|0|0|0|,0|0|0|0|0|0|,3912|0|80|27|38|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,3912|0|80|27|38|13|,3119|0|0|0|0|0|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,793|0|80|27|38|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,793|0|80|27|38|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|793|0|80|27|51|,0|0|0|0|0|0|,5520|572|0|80|27|51|,0|0|0|0|0|0|,5067|533|0|73|24|48|,2548|0|0|0|0|0|,0|0|0|0|0|0|,2519|533|0|73|24|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,2519|533|0|73|24|48|,2010|0|0|0|0|0|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,509|533|0|73|24|48|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,509|533|0|73|24|48|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|509|533|0|73|72|,0|0|0|0|0|0|,47600|452|533|0|73|72|,0|0|0|0|0|0|,11555|124|136|0|13|15|,5725|0|0|0|0|0|,0|0|0|0|0|0|,5830|124|136|0|13|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,4220|71|98|0|8|9|,3330|0|0|0|0|0|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,890|71|98|0|8|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,890|71|98|0|8|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|890|71|98|0|17|,0|0|0|0|0|0|,14160|782|71|98|0|17|,0|0|0|0|0|0|,8067|490|30|62|0|7|,3995|0|0|0|0|0|,0|0|0|0|0|0|,4072|490|30|62|0|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,3929|478|28|60|0|7|,3158|0|0|0|0|0|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,771|478|28|60|0|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,771|478|28|60|0|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|771|478|28|60|7|,0|0|0|0|0|0|,45440|703|478|28|60|7|,0|0|0|0|0|0|,14060|197|162|12|14|2|,6928|0|0|0|0|0|,0|0|0|0|0|0|,7132|197|162|12|14|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,4132|138|99|7|10|1|,3319|0|0|0|0|0|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,813|138|99|7|10|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,813|138|99|7|10|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|813|138|99|7|11|,0|0|0|0|0|0|,20320|791|138|99|7|11|,0|0|0|0|0|0|,9013|411|69|45|2|3|,4562|0|0|0|0|0|,0|0|0|0|0|0|,4451|411|69|45|2|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,3921|365|61|39|2|3|,3068|0|0|0|0|0|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,853|365|61|39|2|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,853|365|61|39|2|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|853|365|61|39|5|,0|0|0|0|0|0|,0|853|365|61|39|5|,0|0|0|0|0|0|,0|853|365|61|39|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|853|365|61|39|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|853|365|61|39|5|,0|0|0|0|0|0|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|853|365|61|39|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|853|365|61|39|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|853|365|61|44|,0|0|0|0|0|0|,0|0|853|365|61|44|,0|0|0|0|0|0|,0|0|853|365|61|44|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|853|365|61|44|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|853|365|61|44|,0|0|0|0|0|0|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|853|365|61|44|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|853|365|61|44|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|853|365|105|,0|0|0|0|0|0|,0|0|0|853|365|105|,0|0|0|0|0|0|,0|0|0|853|365|105|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|853|365|105|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|853|365|105|,0|0|0|0|0|0|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|853|365|105|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|853|365|105|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|853|470|,0|0|0|0|0|0|,0|0|0|0|853|470|,0|0|0|0|0|0|,0|0|0|0|853|470|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|853|470|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|853|470|,0|0|0|0|0|0|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,0|0|0|0|853|470|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|853|470|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1323|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1323|,0|0|0|0|0|0|,0|0|0|0|0|0|
