Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1339|1309|1302|1356|1369|1325|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1339|1309|1302|1356|1369|1325|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1339|1309|1302|1356|2694|,0|0|0|0|0|0|,2651200|906|890|937|944|1854|,0|0|0|0|0|0|,7860|2|4|2|5|2|,3959|0|0|0|0|0|,0|0|0|0|0|0|,3901|2|4|2|5|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,3901|2|4|2|5|2|,2305|0|0|1|0|2|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,1596|2|4|1|5|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1596|2|4|1|5|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1596|2|4|1|5|,0|0|0|0|0|0|,4800|1113|2|4|1|5|,0|0|0|0|0|0|,2641|969|2|4|1|4|,1317|0|0|0|0|0|,0|0|0|0|0|0|,1324|969|2|4|1|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,1324|969|2|4|1|4|,802|46|1|0|0|2|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,522|923|1|4|1|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,522|923|1|4|1|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|522|923|1|4|3|,0|0|0|0|0|0|,741600|470|923|1|4|3|,0|0|0|0|0|0|,15440|23|16|0|0|0|,7769|0|0|0|0|0|,0|0|0|0|0|0|,7671|23|16|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,4211|6|7|0|0|0|,2491|0|1|0|0|0|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,1720|6|6|0|0|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1720|6|6|0|0|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1720|6|6|0|0|,0|0|0|0|0|0|,0|1491|6|6|0|0|,0|0|0|0|0|0|,0|1491|6|6|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1491|6|6|0|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1491|6|6|0|0|,0|85|2|3|0|0|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,0|1406|4|3|0|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|1406|4|3|0|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|1406|4|3|0|,0|0|0|0|0|0|,0|0|1406|4|3|0|,0|0|0|0|0|0|,0|0|1406|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|1406|4|3|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|1406|4|3|0|,0|0|289|1|1|0|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,0|0|1117|3|2|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|1117|3|2|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|1117|3|2|,0|0|0|0|0|0|,0|0|0|1117|3|2|,0|0|0|0|0|0|,0|0|0|1117|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|1117|3|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|1117|3|2|,0|0|0|194|1|1|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,0|0|0|923|2|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|923|2|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|923|3|,0|0|0|0|0|0|,0|0|0|0|923|3|,0|0|0|0|0|0|,0|0|0|0|923|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|923|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|923|3|,0|0|0|0|128|2|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|0|0|0|795|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|795|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|796|,0|0|0|0|0|0|,0|0|0|0|0|796|,0|0|0|0|0|0|,0|0|0|0|0|796|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|796|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|796|,0|0|0|0|0|481|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|0|0|0|315|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|315|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|315|,0|0|0|0|0|0|,0|0|0|0|0|315|,0|0|0|0|0|0|,0|0|0|0|0|315|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|315|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|315|,0|0|0|0|0|173|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|0|0|142|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|142|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|142|,0|0|0|0|0|0|,0|0|0|0|0|142|,0|0|0|0|0|0|,0|0|0|0|0|142|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|142|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|142|,0|0|0|0|0|82|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,0|0|0|0|0|60|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|60|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|60|,0|0|0|0|0|0|,0|0|0|0|0|60|,0|0|0|0|0|0|,0|0|0|0|0|60|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|60|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|60|,0|0|0|0|0|43|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,0|0|0|0|0|17|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|17|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|17|,0|0|0|0|0|0|,0|0|0|0|0|17|,0|0|0|0|0|0|,0|0|0|0|0|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|17|,0|0|0|0|0|8|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,0|0|0|0|0|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|9|,0|0|0|0|0|0|,0|0|0|0|0|9|,0|0|0|0|0|0|,0|0|0|0|0|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|9|,0|0|0|0|0|4|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,0|0|0|0|0|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|5|,0|0|0|0|0|0|,0|0|0|0|0|5|,0|0|0|0|0|0|,0|0|0|0|0|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|5|,0|0|0|0|0|3|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,0|0|0|0|0|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|2|,0|0|0|0|0|0|,0|0|0|0|0|2|,0|0|0|0|0|0|,0|0|0|0|0|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|2|,0|0|0|0|0|1|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,0|0|0|0|0|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1|,0|0|0|0|0|0|,0|0|0|0|0|1|,0|0|0|0|0|0|,0|0|0|0|0|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1|,0|0|0|0|0|1|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,0|0|0|0|0|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|
