Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1374|1278|1331|1370|1325|1322|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1374|1278|1331|1370|1325|1322|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1374|1278|1331|1370|2647|,0|0|0|0|0|0|,20090|929|881|897|945|1820|,0|0|0|0|0|0|,6346|318|261|253|281|557|,3149|0|0|0|0|0|,0|0|0|0|0|0|,3197|318|261|253|281|557|,0|0|0|0|0|0|,0|0|0|0|0|0|,3197|318|261|253|281|557|,1894|9|62|38|41|322|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,1303|309|199|215|240|235|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1303|309|199|215|240|235|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1303|309|199|215|475|,0|0|0|0|0|0|,4000|851|309|199|215|475|,0|0|0|0|0|0|,3986|851|308|199|214|473|,2027|0|0|0|0|0|,0|0|0|0|0|0|,1959|851|308|199|214|473|,0|0|0|0|0|0|,0|0|0|0|0|0|,1959|851|308|199|214|473|,1161|43|69|34|34|298|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,798|808|239|165|180|175|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,798|808|239|165|180|175|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|798|808|239|165|355|,0|0|0|0|0|0|,9870|711|808|239|165|355|,0|0|0|0|0|0|,6574|483|544|158|109|233|,3300|0|0|0|0|0|,0|0|0|0|0|0|,3274|483|544|158|109|233|,0|0|0|0|0|0|,0|0|0|0|0|0|,3224|480|538|155|107|229|,1963|22|109|28|14|137|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,1261|458|429|127|93|92|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1261|458|429|127|93|92|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1261|458|429|127|185|,0|0|0|0|0|0|,5870|1133|458|429|127|185|,0|0|0|0|0|0|,5337|1047|416|401|117|168|,2595|0|0|0|0|0|,0|0|0|0|0|0|,2742|1047|416|401|117|168|,0|0|0|0|0|0|,0|0|0|0|0|0|,2726|1042|414|401|117|166|,1649|41|73|62|22|94|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,1077|1001|341|339|95|72|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1077|1001|341|339|95|72|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1077|1001|341|339|167|,0|0|0|0|0|0|,13980|999|1001|341|339|167|,0|0|0|0|0|0|,7710|529|559|204|185|91|,3916|0|0|0|0|0|,0|0|0|0|0|0|,3794|529|559|204|185|91|,0|0|0|0|0|0|,0|0|0|0|0|0|,3402|485|488|194|165|83|,2049|29|102|32|28|53|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,1353|456|386|162|137|30|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1353|456|386|162|137|30|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1353|456|386|162|167|,0|0|0|0|0|0|,7550|1248|456|386|162|167|,0|0|0|0|0|0|,6206|1080|362|339|127|143|,3120|0|0|0|0|0|,0|0|0|0|0|0|,3086|1080|362|339|127|143|,0|0|0|0|0|0|,0|0|0|0|0|0|,3017|1051|356|333|123|141|,1826|63|88|62|25|88|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,1191|988|268|271|98|53|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1191|988|268|271|98|53|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1191|988|268|271|151|,0|0|0|0|0|0|,13570|1105|988|268|271|151|,0|0|0|0|0|0|,7595|679|544|153|146|91|,3820|0|0|0|0|0|,0|0|0|0|0|0|,3775|679|544|153|146|91|,0|0|0|0|0|0|,0|0|0|0|0|0|,3417|625|495|138|132|83|,2043|34|85|27|21|53|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,1374|591|410|111|111|30|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1374|591|410|111|111|30|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1374|591|410|111|141|,0|0|0|0|0|0|,0|1251|591|410|111|141|,0|0|0|0|0|0|,0|1251|591|410|111|141|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1251|591|410|111|141|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1251|591|410|111|141|,0|58|115|60|19|81|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|1193|476|350|92|60|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|1193|476|350|92|60|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|1193|476|350|152|,0|0|0|0|0|0|,0|0|1193|476|350|152|,0|0|0|0|0|0|,0|0|1193|476|350|152|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|1193|476|350|152|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|1193|476|350|152|,0|0|254|89|48|98|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|939|387|302|54|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|939|387|302|54|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|939|387|356|,0|0|0|0|0|0|,0|0|0|939|387|356|,0|0|0|0|0|0|,0|0|0|939|387|356|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|939|387|356|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|939|387|356|,0|0|0|178|58|209|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,0|0|0|761|329|147|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|761|329|147|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|761|476|,0|0|0|0|0|0|,0|0|0|0|761|476|,0|0|0|0|0|0|,0|0|0|0|761|476|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|761|476|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|761|476|,0|0|0|0|115|273|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,0|0|0|0|646|203|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|646|203|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|849|,0|0|0|0|0|0|,0|0|0|0|0|849|,0|0|0|0|0|0|,0|0|0|0|0|849|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|849|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|849|,0|0|0|0|0|505|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,0|0|0|0|0|344|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|344|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|344|,0|0|0|0|0|0|,0|0|0|0|0|344|,0|0|0|0|0|0|,0|0|0|0|0|344|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|344|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|344|,0|0|0|0|0|202|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,0|0|0|0|0|142|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|142|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|142|,0|0|0|0|0|0|,0|0|0|0|0|142|,0|0|0|0|0|0|,0|0|0|0|0|142|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|142|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|142|,0|0|0|0|0|88|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,0|0|0|0|0|54|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|0|54|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|54|,0|0|0|0|0|0|,0|0|0|0|0|54|,0|0|0|0|0|0|,0|0|0|0|0|54|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|54|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|54|,0|0|0|0|0|34|,0|0|0|0|0|0|
