Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1309|1341|1387|1296|1352|1315|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1309|1341|1387|1296|1352|1315|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1309|1341|1387|1296|2667|,0|0|0|0|0|0|,66060|885|906|958|907|1840|,0|0|0|0|0|0|,7279|105|112|91|100|212|,0|0|0|0|0|0|,0|0|0|0|0|0|,7279|105|112|91|100|212|,0|0|0|0|0|0|,0|0|0|0|0|0|,7279|105|112|91|100|212|,3610|6|10|2|3|8|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3669|99|102|89|97|204|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3669|99|102|89|97|204|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3669|99|102|89|301|,0|0|0|0|0|0|,5560|2485|99|102|89|301|,0|0|0|0|0|0|,4781|2168|83|87|79|261|,0|0|0|0|0|0|,0|0|0|0|0|0|,4781|2168|83|87|79|261|,0|0|0|0|0|0|,0|0|0|0|0|0|,4699|2139|82|87|79|256|,2342|118|9|2|2|12|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,2357|2021|73|85|77|244|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2357|2021|73|85|77|244|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2357|2021|73|85|321|,0|0|0|0|0|0|,44860|2120|2021|73|85|321|,0|0|0|0|0|0|,9692|459|460|16|20|68|,0|0|0|0|0|0|,0|0|0|0|0|0|,9692|459|460|16|20|68|,0|0|0|0|0|0|,0|0|0|0|0|0|,7226|342|345|10|11|50|,3631|22|15|1|0|1|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3595|320|330|9|11|49|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3595|320|330|9|11|49|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3595|320|330|9|60|,0|0|0|0|0|0|,13740|3125|320|330|9|60|,0|0|0|0|0|0|,6817|1589|154|157|4|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6817|1589|154|157|4|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6206|1469|135|146|4|24|,3118|75|12|8|0|2|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,3088|1394|123|138|4|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3088|1394|123|138|4|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3088|1394|123|138|26|,0|0|0|0|0|0|,33440|2739|1394|123|138|26|,0|0|0|0|0|0|,8581|733|388|36|47|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,8581|733|388|36|47|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,6953|592|328|26|40|5|,3522|22|15|2|1|0|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3431|570|313|24|39|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3431|570|313|24|39|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3431|570|313|24|44|,0|0|0|0|0|0|,19000|2938|570|313|24|44|,0|0|0|0|0|0|,7515|1160|247|112|9|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,7515|1160|247|112|9|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6616|1027|219|103|7|16|,3306|39|8|5|0|1|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,3310|988|211|98|7|15|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3310|988|211|98|7|15|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3310|988|211|98|22|,0|0|0|0|0|0|,0|2746|988|211|98|22|,0|0|0|0|0|0|,0|2746|988|211|98|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|2746|988|211|98|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|2746|988|211|98|22|,0|153|31|12|5|0|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|2593|957|199|93|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|2593|957|199|93|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|2593|957|199|115|,0|0|0|0|0|0|,0|0|2593|957|199|115|,0|0|0|0|0|0|,0|0|2593|957|199|115|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|2593|957|199|115|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|2593|957|199|115|,0|0|122|52|11|9|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|2471|905|188|106|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|2471|905|188|106|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|2471|905|294|,0|0|0|0|0|0|,0|0|0|2471|905|294|,0|0|0|0|0|0|,0|0|0|2471|905|294|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|2471|905|294|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|2471|905|294|,0|0|0|124|42|15|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|2347|863|279|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|2347|863|279|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|2347|1142|,0|0|0|0|0|0|,0|0|0|0|2347|1142|,0|0|0|0|0|0|,0|0|0|0|2347|1142|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|2347|1142|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|2347|1142|,0|0|0|0|138|71|,0|0|0|0|0|0|
