Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,0|1957|500|1242|235|66|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|1957|500|1242|235|66|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|1957|500|1242|301|,0|0|0|0|0|0|,29265|0|1336|355|893|194|,0|0|0|0|0|0|,7347|0|312|94|218|34|,3602|0|0|0|0|0|,0|0|0|0|0|0|,3745|0|312|94|218|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,3745|0|312|94|218|34|,3045|0|56|14|38|7|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,700|0|256|80|180|27|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,700|0|256|80|180|27|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|700|0|256|80|207|,0|0|0|0|0|0|,4020|481|0|256|80|207|,0|0|0|0|0|0|,4020|481|0|256|80|207|,1979|0|0|0|0|0|,0|0|0|0|0|0|,2041|481|0|256|80|207|,0|0|0|0|0|0|,0|0|0|0|0|0|,2041|481|0|256|80|207|,1647|123|0|35|9|19|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,394|358|0|221|71|188|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,394|358|0|221|71|188|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|394|358|0|221|259|,0|0|0|0|0|0|,8970|362|358|0|221|259|,0|0|0|0|0|0|,6947|277|257|0|178|200|,3492|0|0|0|0|0|,0|0|0|0|0|0|,3455|277|257|0|178|200|,0|0|0|0|0|0|,0|0|0|0|0|0|,3455|277|257|0|178|200|,2761|64|64|0|22|28|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,694|213|193|0|156|172|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,694|213|193|0|156|172|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|694|213|193|0|328|,0|0|0|0|0|0|,8520|614|213|193|0|328|,0|0|0|0|0|0|,7045|520|177|172|0|268|,3492|0|0|0|0|0|,0|0|0|0|0|0|,3553|520|177|172|0|268|,0|0|0|0|0|0|,0|0|0|0|0|0|,3477|513|175|171|0|262|,2795|121|40|33|0|34|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,682|392|135|138|0|228|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,682|392|135|138|0|228|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|682|392|135|138|228|,0|0|0|0|0|0|,11745|617|392|135|138|228|,0|0|0|0|0|0|,7866|424|248|94|91|156|,3908|0|0|0|0|0|,0|0|0|0|0|0|,3958|424|248|94|91|156|,0|0|0|0|0|0|,0|0|0|0|0|0|,3709|399|234|90|89|139|,2964|106|52|17|16|21|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,745|293|182|73|73|118|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,745|293|182|73|73|118|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|745|293|182|73|191|,0|0|0|0|0|0|,10170|660|293|182|73|191|,0|0|0|0|0|0|,7657|502|214|124|57|144|,3853|0|0|0|0|0|,0|0|0|0|0|0|,3804|502|214|124|57|144|,0|0|0|0|0|0|,0|0|0|0|0|0|,3670|490|205|114|55|141|,2951|121|54|17|10|20|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,719|369|151|97|45|121|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,719|369|151|97|45|121|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|719|369|151|97|166|,0|0|0|0|0|0|,11190|650|369|151|97|166|,0|0|0|0|0|0|,7975|466|258|115|65|114|,3965|0|0|0|0|0|,0|0|0|0|0|0|,4010|466|258|115|65|114|,0|0|0|0|0|0|,0|0|0|0|0|0|,3729|441|232|107|60|110|,2952|107|43|18|6|16|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,777|334|189|89|54|94|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,777|334|189|89|54|94|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|777|334|189|89|148|,0|0|0|0|0|0|,11055|701|334|189|89|148|,0|0|0|0|0|0|,7774|503|227|132|63|97|,3863|0|0|0|0|0|,0|0|0|0|0|0|,3911|503|227|132|63|97|,0|0|0|0|0|0|,0|0|0|0|0|0|,3748|471|215|127|59|94|,2936|119|52|19|11|10|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,812|352|163|108|48|84|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,812|352|163|108|48|84|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|812|352|163|108|132|,0|0|0|0|0|0|,11130|724|352|163|108|132|,0|0|0|0|0|0|,7877|514|256|127|83|85|,3980|0|0|0|0|0|,0|0|0|0|0|0|,3897|514|256|127|83|85|,0|0|0|0|0|0|,0|0|0|0|0|0|,3671|476|234|119|81|78|,2942|101|45|22|18|9|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,729|375|189|97|63|69|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,729|375|189|97|63|69|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|729|375|189|97|132|,0|0|0|0|0|0|,11760|640|375|189|97|132|,0|0|0|0|0|0|,7760|424|249|128|68|93|,3887|0|0|0|0|0|,0|0|0|0|0|0|,3873|424|249|128|68|93|,0|0|0|0|0|0|,0|0|0|0|0|0|,3720|404|240|125|66|87|,2957|111|38|23|10|13|,0|0|0|0|0|0|
