Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1291|1319|1339|1413|1284|1354|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1291|1319|1339|1413|1284|1354|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1291|1319|1339|1413|2638|,0|0|0|0|0|0|,45610|306|336|357|347|696|,0|0|0|0|0|0|,7658|40|54|83|58|104|,0|0|0|0|0|0|,0|0|0|0|0|0|,7658|40|54|83|58|104|,0|0|0|0|0|0|,0|0|0|0|0|0|,7650|40|54|83|58|104|,3839|2|3|6|6|90|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3811|38|51|77|52|14|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3811|38|51|77|52|14|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3811|38|51|77|66|,0|0|0|0|0|0|,1540|956|38|51|77|66|,0|0|0|0|0|0|,1540|956|38|51|77|66|,0|0|0|0|0|0|,0|0|0|0|0|0|,1540|956|38|51|77|66|,0|0|0|0|0|0|,0|0|0|0|0|0|,1540|956|38|51|77|66|,753|62|3|1|3|60|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,787|894|35|50|74|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,787|894|35|50|74|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|787|894|35|50|80|,0|0|0|0|0|0|,9260|406|894|35|50|80|,0|0|0|0|0|0|,6744|303|679|25|36|70|,0|0|0|0|0|0|,0|0|0|0|0|0|,6744|303|679|25|36|70|,0|0|0|0|0|0|,0|0|0|0|0|0|,6691|300|670|25|36|70|,3353|20|37|0|2|59|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3338|280|633|25|34|11|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3338|280|633|25|34|11|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3338|280|633|25|45|,0|0|0|0|0|0|,7170|3028|280|633|25|45|,0|0|0|0|0|0|,5219|2308|212|454|19|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,5219|2308|212|454|19|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,5063|2241|201|439|19|37|,2531|133|8|22|1|34|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2532|2108|193|417|18|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2532|2108|193|417|18|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2532|2108|193|417|21|,0|0|0|0|0|0|,23610|2428|2108|193|417|21|,0|0|0|0|0|0|,7899|807|695|62|126|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,7899|807|695|62|126|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,6540|699|595|49|108|7|,3290|39|40|4|5|7|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3250|660|555|45|103|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3250|660|555|45|103|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3250|660|555|45|103|,0|0|0|0|0|0|,11190|3214|660|555|45|103|,0|0|0|0|0|0|,6032|1831|358|315|27|56|,0|0|0|0|0|0|,0|0|0|0|0|0|,6032|1831|358|315|27|56|,0|0|0|0|0|0|,0|0|0|0|0|0|,5565|1717|340|301|23|54|,2776|96|25|18|2|50|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2789|1621|315|283|21|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2789|1621|315|283|21|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2789|1621|315|283|25|,0|0|0|0|0|0|,19250|2783|1621|315|283|25|,0|0|0|0|0|0|,6897|1069|581|122|121|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6897|1069|581|122|121|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6290|955|528|110|107|9|,3100|46|29|2|6|8|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3190|909|499|108|101|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3190|909|499|108|101|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3190|909|499|108|102|,0|0|0|0|0|0|,12700|3190|909|499|108|102|,0|0|0|0|0|0|,6267|1647|470|246|54|51|,0|0|0|0|0|0|,0|0|0|0|0|0|,6267|1647|470|246|54|51|,0|0|0|0|0|0|,0|0|0|0|0|0|,5700|1546|429|228|50|44|,2832|85|20|17|1|41|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2868|1461|409|211|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2868|1461|409|211|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2868|1461|409|211|52|,0|0|0|0|0|0|,17270|2868|1461|409|211|52|,0|0|0|0|0|0|,6588|1149|529|153|97|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6588|1149|529|153|97|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6206|1056|490|143|92|12|,3159|53|22|4|9|11|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3047|1003|468|139|83|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3047|1003|468|139|83|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3047|1003|468|139|84|,0|0|0|0|0|0|,12850|3047|1003|468|139|84|,0|0|0|0|0|0|,6231|1542|514|235|68|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6231|1542|514|235|68|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,5778|1435|475|210|62|38|,2901|63|19|7|5|34|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2877|1372|456|203|57|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2877|1372|456|203|57|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2877|1372|456|203|61|,0|0|0|0|0|0|,17670|2877|1372|456|203|61|,0|0|0|0|0|0|,6919|1162|512|196|90|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6919|1162|512|196|90|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6200|1056|465|174|78|26|,3139|70|23|7|1|22|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3061|986|442|167|77|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3061|986|442|167|77|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3061|986|442|167|81|,0|0|0|0|0|0|,13980|3061|986|442|167|81|,0|0|0|0|0|0|,6420|1501|422|213|86|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6420|1501|422|213|86|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5915|1396|380|202|73|33|,3012|80|23|9|2|31|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,2903|1316|357|193|71|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2903|1316|357|193|71|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2903|1316|357|193|73|,0|0|0|0|0|0|,16370|2903|1316|357|193|73|,0|0|0|0|0|0|,6727|1245|537|149|84|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6727|1245|537|149|84|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6139|1128|487|133|81|30|,3071|61|26|10|0|28|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3068|1067|461|123|81|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3068|1067|461|123|81|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3068|1067|461|123|83|,0|0|0|0|0|0|,15390|3068|1067|461|123|83|,0|0|0|0|0|0|,6786|1394|469|194|60|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6786|1394|469|194|60|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6040|1267|430|178|54|30|,3017|49|19|10|5|27|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,3023|1218|411|168|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3023|1218|411|168|49|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3023|1218|411|168|52|,0|0|0|0|0|0|,15530|3023|1218|411|168|52|,0|0|0|0|0|0|,6631|1368|531|192|70|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6631|1368|531|192|70|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6001|1242|491|175|67|19|,3023|65|27|7|3|16|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,2978|1177|464|168|64|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2978|1177|464|168|64|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2978|1177|464|168|67|,0|0|0|0|0|0|,15430|2978|1177|464|168|67|,0|0|0|0|0|0|,6599|1356|513|207|77|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6599|1356|513|207|77|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6003|1234|467|192|72|30|,3041|61|18|9|3|29|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,2962|1173|449|183|69|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2962|1173|449|183|69|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2962|1173|449|183|70|,0|0|0|0|0|0|,15130|2962|1173|449|183|70|,0|0|0|0|0|0|,6624|1328|513|199|84|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6624|1328|513|199|84|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6022|1214|469|189|76|30|,3012|70|22|10|5|28|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,3010|1144|447|179|71|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3010|1144|447|179|71|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3010|1144|447|179|73|,0|0|0|0|0|0|,14860|3010|1144|447|179|73|,0|0|0|0|0|0|,6305|1379|494|189|76|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6305|1379|494|189|76|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,5976|1285|466|172|70|31|,3070|61|17|9|3|31|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,2906|1224|449|163|67|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2906|1224|449|163|67|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2906|1224|449|163|67|,0|0|0|0|0|0|,16390|2906|1224|449|163|67|,0|0|0|0|0|0|,6977|1217|540|197|62|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6977|1217|540|197|62|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6160|1098|475|179|56|29|,3029|68|28|4|5|28|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,3131|1030|447|175|51|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3131|1030|447|175|51|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3131|1030|447|175|52|,0|0|0|0|0|0|,13560|3131|1030|447|175|52|,0|0|0|0|0|0|,6090|1516|462|212|87|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6090|1516|462|212|87|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5840|1418|440|195|83|24|,2923|73|22|8|2|22|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,2917|1345|418|187|81|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2917|1345|418|187|81|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2917|1345|418|187|83|,0|0|0|0|0|0|,17380|2917|1345|418|187|83|,0|0|0|0|0|0|,6929|1192|565|164|85|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6929|1192|565|164|85|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6184|1087|484|152|71|20|,3090|57|23|11|5|18|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,3094|1030|461|141|66|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3094|1030|461|141|66|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3094|1030|461|141|68|,0|0|0|0|0|0|,14950|3094|1030|461|141|68|,0|0|0|0|0|0|,6364|1405|467|187|60|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6364|1405|467|187|60|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6006|1300|438|172|56|25|,2930|70|30|8|1|20|,0|0|0|0|0|0|
