Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1303|1351|1292|1413|1343|1298|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1303|1351|1292|1413|1343|1298|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1303|1351|1292|1413|2641|,0|0|0|0|0|0|,72010|907|951|887|976|1852|,0|0|0|0|0|0|,7407|101|111|84|111|179|,0|0|0|0|0|0|,0|0|0|0|0|0|,7407|101|111|84|111|179|,0|0|0|0|0|0|,0|0|0|0|0|0|,7277|99|109|82|110|175|,3607|3|3|4|7|160|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3670|96|106|78|103|15|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3670|96|106|78|103|15|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3670|96|106|78|118|,0|0|0|0|0|0|,3820|2561|88|100|75|108|,0|0|0|0|0|0|,3760|2525|87|98|75|104|,0|0|0|0|0|0|,0|0|0|0|0|0|,3760|2525|87|98|75|104|,0|0|0|0|0|0|,0|0|0|0|0|0|,3760|2525|87|98|75|104|,1876|122|3|5|3|92|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1884|2403|84|93|72|12|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1884|2403|84|93|72|12|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1884|2403|84|93|84|,0|0|0|0|0|0|,74310|1616|2220|82|87|79|,0|0|0|0|0|0|,11606|239|342|11|15|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,11606|239|342|11|15|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,7594|147|234|6|10|9|,3843|8|11|0|2|9|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3751|139|223|6|8|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3751|139|223|6|8|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3751|139|223|6|8|,0|0|0|0|0|0|,8730|3239|133|207|5|8|,0|0|0|0|0|0|,6058|2273|94|145|4|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,6058|2273|94|145|4|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,5635|2112|88|139|4|5|,2796|104|0|9|1|5|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2839|2008|88|130|3|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2839|2008|88|130|3|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2839|2008|88|130|3|,0|0|0|0|0|0|,64640|2534|1911|83|120|3|,0|0|0|0|0|0|,11215|446|336|19|29|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,11215|446|336|19|29|1|,0|0|0|0|0|0|,0|0|0|0|0|0|,7456|284|227|12|20|1|,3764|8|9|0|0|1|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3692|276|218|12|20|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3692|276|218|12|20|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3692|276|218|12|20|,0|0|0|0|0|0|,0|3586|266|206|11|18|,0|0|0|0|0|0|,0|3586|266|206|11|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|3586|266|206|11|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|3586|266|206|11|18|,0|168|15|2|1|16|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,0|3418|251|204|10|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|3418|251|204|10|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|3418|251|204|12|,0|0|0|0|0|0|,0|0|3316|236|195|12|,0|0|0|0|0|0|,0|0|3316|236|195|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|3316|236|195|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|3316|236|195|12|,0|0|167|11|8|12|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|0|3149|225|187|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|3149|225|187|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|3149|225|187|,0|0|0|0|0|0|,0|0|0|3091|211|176|,0|0|0|0|0|0|,0|0|0|3091|211|176|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|3091|211|176|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|3091|211|176|,0|0|0|164|10|160|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|0|2927|201|16|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|2927|201|16|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|2927|217|,0|0|0|0|0|0|,0|0|0|0|2881|206|,0|0|0|0|0|0|,0|0|0|0|2881|206|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|2881|206|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|2881|206|,0|0|0|0|132|187|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|0|2749|19|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|2749|19|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|2768|,0|0|0|0|0|0|,0|0|0|0|0|2708|,0|0|0|0|0|0|,0|0|0|0|0|2708|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|2708|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|2708|,0|0|0|0|0|2412|,0|0|0|0|0|0|
