Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1311|1309|1304|1375|1350|1351|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1311|1309|1304|1375|1350|1351|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1311|1309|1304|1375|2701|,0|0|0|0|0|0|,44930|921|909|928|990|1935|,0|0|0|0|0|0|,7073|146|146|167|147|319|,0|0|0|0|0|0|,0|0|0|0|0|0|,7073|146|146|167|147|319|,0|0|0|0|0|0|,0|0|0|0|0|0|,6774|142|141|158|138|307|,3379|8|6|9|5|274|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3395|134|135|149|133|33|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3395|134|135|149|133|33|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3395|134|135|149|166|,0|0|0|0|0|0|,4630|2389|117|127|133|146|,0|0|0|0|0|0|,4393|2265|109|117|125|140|,0|0|0|0|0|0|,0|0|0|0|0|0|,4393|2265|109|117|125|140|,0|0|0|0|0|0|,0|0|0|0|0|0|,4393|2265|109|117|125|140|,2193|119|3|3|3|125|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,2200|2146|106|114|122|15|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2200|2146|106|114|122|15|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2200|2146|106|114|137|,0|0|0|0|0|0|,22760|1709|1938|99|104|123|,0|0|0|0|0|0|,7879|567|617|39|35|42|,0|0|0|0|0|0|,0|0|0|0|0|0|,7879|567|617|39|35|42|,0|0|0|0|0|0|,0|0|0|0|0|0|,6659|484|523|33|29|37|,3283|23|27|2|1|33|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3376|461|496|31|28|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3376|461|496|31|28|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3376|461|496|31|32|,0|0|0|0|0|0|,7900|2756|418|442|29|29|,0|0|0|0|0|0|,5305|1880|300|290|22|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5305|1880|300|290|22|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5145|1841|293|277|21|23|,2587|97|18|17|0|20|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2558|1744|275|260|21|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2558|1744|275|260|21|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2558|1744|275|260|24|,0|0|0|0|0|0|,20450|2125|1590|251|241|22|,0|0|0|0|0|0|,7635|725|583|91|87|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,7635|725|583|91|87|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,6455|619|495|77|77|6|,3248|25|31|3|4|6|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3207|594|464|74|73|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3207|594|464|74|73|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3207|594|464|74|73|,0|0|0|0|0|0|,9790|2710|543|424|70|66|,0|0|0|0|0|0|,5915|1622|311|238|42|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,5915|1622|311|238|42|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,5566|1528|299|223|40|36|,2784|85|18|10|1|32|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2782|1443|281|213|39|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2782|1443|281|213|39|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2782|1443|281|213|43|,0|0|0|0|0|0|,16620|2350|1321|268|199|40|,0|0|0|0|0|0|,6993|919|561|104|92|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6993|919|561|104|92|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6272|810|509|90|83|10|,3101|37|31|3|1|10|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3171|773|478|87|82|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3171|773|478|87|82|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3171|773|478|87|82|,0|0|0|0|0|0|,11730|2745|692|427|77|73|,0|0|0|0|0|0|,6313|1450|367|207|37|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6313|1450|367|207|37|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5821|1342|340|185|32|32|,2887|67|14|4|1|27|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2934|1275|326|181|31|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2934|1275|326|181|31|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2934|1275|326|181|36|,0|0|0|0|0|0|,16010|2559|1169|302|159|33|,0|0|0|0|0|0|,7161|1047|500|136|70|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,7161|1047|500|136|70|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,6238|912|438|113|61|16|,3118|43|24|5|1|15|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3120|869|414|108|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3120|869|414|108|60|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3120|869|414|108|61|,0|0|0|0|0|0|,12070|2741|792|369|104|56|,0|0|0|0|0|0|,6235|1417|439|182|49|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6235|1417|439|182|49|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5732|1307|413|167|43|28|,2892|59|24|14|4|24|,0|0|0|0|0|0|
