Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1369|1330|1378|1298|1349|1276|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1369|1330|1378|1298|1349|1276|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1369|1330|1378|1298|2625|,0|0|0|0|0|0|,46260|334|331|369|336|637|,0|0|0|0|0|0|,7671|53|59|69|40|97|,0|0|0|0|0|0|,0|0|0|0|0|0|,7671|53|59|69|40|97|,0|0|0|0|0|0|,0|0|0|0|0|0|,7671|53|59|69|40|97|,3739|3|1|2|3|89|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3932|50|58|67|37|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3932|50|58|67|37|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3932|50|58|67|45|,0|0|0|0|0|0|,1800|983|50|58|67|45|,0|0|0|0|0|0|,1800|983|50|58|67|45|,0|0|0|0|0|0|,0|0|0|0|0|0|,1800|983|50|58|67|45|,0|0|0|0|0|0|,0|0|0|0|0|0|,1800|983|50|58|67|45|,883|47|1|4|3|41|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,917|936|49|54|64|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,917|936|49|54|64|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|917|936|49|54|68|,0|0|0|0|0|0|,10110|450|936|49|54|68|,0|0|0|0|0|0|,6945|322|641|33|41|46|,0|0|0|0|0|0|,0|0|0|0|0|0|,6945|322|641|33|41|46|,0|0|0|0|0|0|,0|0|0|0|0|0|,6917|321|638|33|41|46|,3411|16|38|0|0|40|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3506|305|600|33|41|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3506|305|600|33|41|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3506|305|600|33|47|,0|0|0|0|0|0|,7860|3150|305|600|33|47|,0|0|0|0|0|0|,5399|2267|212|428|25|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5399|2267|212|428|25|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5141|2191|196|412|23|32|,2599|124|10|20|1|29|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2542|2067|186|392|22|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2542|2067|186|392|22|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2542|2067|186|392|25|,0|0|0|0|0|0|,22980|2446|2067|186|392|25|,0|0|0|0|0|0|,7371|826|623|60|138|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,7371|826|623|60|138|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,6546|725|551|55|116|7|,3346|33|22|3|5|7|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3200|692|529|52|111|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3200|692|529|52|111|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3200|692|529|52|111|,0|0|0|0|0|0|,10670|3183|692|529|52|111|,0|0|0|0|0|0|,5972|1773|389|295|29|65|,0|0|0|0|0|0|,0|0|0|0|0|0|,5972|1773|389|295|29|65|,0|0|0|0|0|0|,0|0|0|0|0|0|,5595|1686|360|274|25|60|,2778|82|21|17|1|55|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2817|1604|339|257|24|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2817|1604|339|257|24|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2817|1604|339|257|29|,0|0|0|0|0|0|,19480|2810|1604|339|257|29|,0|0|0|0|0|0|,7120|1095|589|145|85|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,7120|1095|589|145|85|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,6294|968|531|123|76|7|,3166|45|27|8|2|6|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3128|923|504|115|74|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3128|923|504|115|74|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3128|923|504|115|75|,0|0|0|0|0|0|,13480|3127|923|504|115|75|,0|0|0|0|0|0|,6212|1508|446|232|49|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6212|1508|446|232|49|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5871|1416|417|215|47|33|,2919|56|27|19|1|31|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2952|1360|390|196|46|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2952|1360|390|196|46|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2952|1360|390|196|48|,0|0|0|0|0|0|,17650|2952|1360|390|196|48|,0|0|0|0|0|0|,6810|1183|533|142|78|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6810|1183|533|142|78|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6237|1064|479|130|70|20|,3081|61|22|8|2|19|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3156|1003|457|122|68|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3156|1003|457|122|68|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3156|1003|457|122|69|,0|0|0|0|0|0|,14160|3156|1003|457|122|69|,0|0|0|0|0|0|,6482|1478|470|227|56|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6482|1478|470|227|56|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,5918|1361|430|203|50|35|,2926|59|19|11|0|33|,0|0|0|0|0|0|
