Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1296|1400|1343|1306|1343|1312|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1296|1400|1343|1306|1343|1312|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1296|1400|1343|1306|2655|,0|0|0|0|0|0|,66660|875|972|913|893|1867|,0|0|0|0|0|0|,7313|100|103|120|88|207|,0|0|0|0|0|0|,0|0|0|0|0|0|,7313|100|103|120|88|207|,0|0|0|0|0|0|,0|0|0|0|0|0|,7313|100|103|120|88|207|,3695|7|21|21|15|143|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3618|93|82|99|73|64|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3618|93|82|99|73|64|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3618|93|82|99|137|,0|0|0|0|0|0|,3960|2498|93|82|99|137|,0|0|0|0|0|0|,3770|2408|91|80|96|132|,0|0|0|0|0|0|,0|0|0|0|0|0|,3770|2408|91|80|96|132|,0|0|0|0|0|0|,0|0|0|0|0|0|,3769|2408|91|80|96|132|,1883|135|22|15|21|82|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1886|2273|69|65|75|50|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1886|2273|69|65|75|50|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1886|2273|69|65|125|,0|0|0|0|0|0|,48020|1667|2273|69|65|125|,0|0|0|0|0|0|,10298|370|486|16|6|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,10298|370|486|16|6|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,7335|250|347|11|6|19|,3710|9|61|4|2|10|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3625|241|286|7|4|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3625|241|286|7|4|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3625|241|286|7|13|,0|0|0|0|0|0|,10760|3151|241|286|7|13|,0|0|0|0|0|0|,6370|1915|132|151|2|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,6370|1915|132|151|2|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,5894|1820|127|135|2|5|,2998|97|27|27|0|3|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2896|1723|100|108|2|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2896|1723|100|108|2|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2896|1723|100|108|4|,0|0|0|0|0|0|,38660|2635|1723|100|108|4|,0|0|0|0|0|0|,9106|633|395|30|17|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,9106|633|395|30|17|0|,0|0|0|0|0|0|,0|0|0|0|0|0|,7151|488|313|21|12|0|,3538|23|66|4|1|0|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3613|465|247|17|11|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3613|465|247|17|11|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3613|465|247|17|11|,0|0|0|0|0|0|,0|3288|465|247|17|11|,0|0|0|0|0|0|,0|3288|465|247|17|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|3288|465|247|17|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|3288|465|247|17|11|,0|158|96|51|3|6|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,0|3130|369|196|14|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|3130|369|196|14|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|3130|369|196|19|,0|0|0|0|0|0|,0|0|3130|369|196|19|,0|0|0|0|0|0|,0|0|3130|369|196|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|3130|369|196|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|3130|369|196|19|,0|0|642|57|42|14|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|0|2488|312|154|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|2488|312|154|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|2488|312|159|,0|0|0|0|0|0|,0|0|0|2488|312|159|,0|0|0|0|0|0|,0|0|0|2488|312|159|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|2488|312|159|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|2488|312|159|,0|0|0|423|45|87|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|0|2065|267|72|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|2065|267|72|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|2065|339|,0|0|0|0|0|0|,0|0|0|0|2065|339|,0|0|0|0|0|0|,0|0|0|0|2065|339|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|2065|339|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|2065|339|,0|0|0|0|361|198|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|0|1704|141|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|1704|141|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|1845|,0|0|0|0|0|0|,0|0|0|0|0|1845|,0|0|0|0|0|0|,0|0|0|0|0|1845|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1845|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|1845|,0|0|0|0|0|1100|,0|0|0|0|0|0|
