Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1351|1320|1296|1334|1358|1341|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1351|1320|1296|1334|1358|1341|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1351|1320|1296|1334|2699|,0|0|0|0|0|0|,45890|967|957|915|960|1930|,0|0|0|0|0|0|,7118|153|148|129|139|315|,0|0|0|0|0|0|,0|0|0|0|0|0|,7118|153|148|129|139|315|,0|0|0|0|0|0|,0|0|0|0|0|0|,6758|146|139|121|135|298|,3435|4|7|7|3|267|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3323|142|132|114|132|31|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3323|142|132|114|132|31|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3323|142|132|114|163|,0|0|0|0|0|0|,3690|2393|137|127|112|157|,0|0|0|0|0|0|,3583|2340|131|122|111|153|,0|0|0|0|0|0|,0|0|0|0|0|0|,3583|2340|131|122|111|153|,0|0|0|0|0|0|,0|0|0|0|0|0|,3583|2340|131|122|111|153|,1793|131|10|7|5|139|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1790|2209|121|115|106|14|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1790|2209|121|115|106|14|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1790|2209|121|115|120|,0|0|0|0|0|0|,21880|1511|2143|119|114|116|,0|0|0|0|0|0|,7598|539|758|46|36|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,7598|539|758|46|36|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6456|447|640|38|28|22|,3262|31|40|2|2|19|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3194|416|600|36|26|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3194|416|600|36|26|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3194|416|600|36|29|,0|0|0|0|0|0|,7870|2762|406|589|36|27|,0|0|0|0|0|0|,5233|1848|251|410|21|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5233|1848|251|410|21|18|,0|0|0|0|0|0|,0|0|0|0|0|0|,5008|1763|240|396|21|18|,2491|100|14|20|1|13|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2517|1663|226|376|20|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2517|1663|226|376|20|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2517|1663|226|376|25|,0|0|0|0|0|0|,20010|2237|1620|222|364|25|,0|0|0|0|0|0|,7585|848|592|69|112|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,7585|848|592|69|112|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,6319|704|497|58|88|7|,3126|35|22|4|2|6|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3193|669|475|54|86|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3193|669|475|54|86|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3193|669|475|54|87|,0|0|0|0|0|0|,10370|2948|657|471|53|85|,0|0|0|0|0|0|,6017|1717|373|270|32|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,6017|1717|373|270|32|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,5435|1526|339|244|30|40|,2700|85|19|16|2|39|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2735|1441|320|228|28|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2735|1441|320|228|28|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2735|1441|320|228|29|,0|0|0|0|0|0|,16990|2523|1420|315|223|28|,0|0|0|0|0|0|,6973|1089|594|131|105|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6973|1089|594|131|105|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,5994|929|499|116|88|9|,2975|44|28|8|4|9|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3019|885|471|108|84|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3019|885|471|108|84|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3019|885|471|108|84|,0|0|0|0|0|0|,12070|2818|865|465|106|83|,0|0|0|0|0|0|,6305|1476|442|242|55|45|,0|0|0|0|0|0|,0|0|0|0|0|0|,6305|1476|442|242|55|45|,0|0|0|0|0|0|,0|0|0|0|0|0|,5613|1327|399|214|52|39|,2812|69|21|8|1|33|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2801|1258|378|206|51|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2801|1258|378|206|51|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2801|1258|378|206|57|,0|0|0|0|0|0|,15530|2632|1241|371|198|55|,0|0|0|0|0|0|,6698|1137|521|162|104|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6698|1137|521|162|104|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5880|1002|451|141|92|27|,2959|41|21|6|3|25|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,2921|961|430|135|89|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2921|961|430|135|89|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2921|961|430|135|91|,0|0|0|0|0|0|,13130|2787|950|422|132|89|,0|0|0|0|0|0|,6302|1377|492|198|54|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,6302|1377|492|198|54|48|,0|0|0|0|0|0|,0|0|0|0|0|0|,5604|1218|446|174|47|42|,2805|58|17|8|3|34|,0|0|0|0|0|0|
