Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1346|1331|1323|1328|1350|1322|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1346|1331|1323|1328|1350|1322|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1346|1331|1323|1328|2672|,0|0|0|0|0|0|,47630|320|356|320|347|632|,0|0|0|0|0|0|,7671|58|50|55|47|115|,0|0|0|0|0|0|,0|0|0|0|0|0|,7671|58|50|55|47|115|,0|0|0|0|0|0|,0|0|0|0|0|0|,7669|58|50|55|47|115|,3808|2|2|5|3|105|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3861|56|48|50|44|10|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3861|56|48|50|44|10|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3861|56|48|50|54|,0|0|0|0|0|0|,1330|933|56|48|50|54|,0|0|0|0|0|0|,1330|933|56|48|50|54|,0|0|0|0|0|0|,0|0|0|0|0|0|,1330|933|56|48|50|54|,0|0|0|0|0|0|,0|0|0|0|0|0|,1330|933|56|48|50|54|,688|54|1|1|5|48|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,642|879|55|47|45|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,642|879|55|47|45|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|642|879|55|47|51|,0|0|0|0|0|0|,9250|344|879|55|47|51|,0|0|0|0|0|0|,7144|285|690|44|42|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,7144|285|690|44|42|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,6903|283|662|43|40|35|,3477|8|36|0|5|29|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3426|275|626|43|35|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3426|275|626|43|35|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3426|275|626|43|41|,0|0|0|0|0|0|,6820|3117|275|626|43|41|,0|0|0|0|0|0|,4825|2331|190|478|37|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,4825|2331|190|478|37|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,4824|2331|190|478|37|25|,2400|116|14|18|2|23|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2424|2215|176|460|35|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2424|2215|176|460|35|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2424|2215|176|460|37|,0|0|0|0|0|0|,25200|2344|2215|176|460|37|,0|0|0|0|0|0|,8758|749|778|58|141|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,8758|749|778|58|141|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6542|674|599|54|116|10|,3282|32|29|7|4|9|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3260|642|570|47|112|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3260|642|570|47|112|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3260|642|570|47|113|,0|0|0|0|0|0|,10560|3236|642|570|47|113|,0|0|0|0|0|0|,5581|1800|341|315|27|61|,0|0|0|0|0|0|,0|0|0|0|0|0|,5581|1800|341|315|27|61|,0|0|0|0|0|0|,0|0|0|0|0|0|,5508|1756|338|311|27|60|,2710|91|17|17|1|55|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2798|1665|321|294|26|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2798|1665|321|294|26|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2798|1665|321|294|31|,0|0|0|0|0|0|,19410|2796|1665|321|294|31|,0|0|0|0|0|0|,7596|1044|670|114|109|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,7596|1044|670|114|109|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,6305|941|545|112|88|8|,3144|46|27|6|4|7|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3161|895|518|106|84|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3161|895|518|106|84|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3161|895|518|106|85|,0|0|0|0|0|0|,12950|3161|895|518|106|85|,0|0|0|0|0|0|,6078|1548|398|249|42|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6078|1548|398|249|42|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,5854|1455|383|230|42|35|,2959|63|18|14|2|33|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2895|1392|365|216|40|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2895|1392|365|216|40|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2895|1392|365|216|42|,0|0|0|0|0|0|,18330|2895|1392|365|216|42|,0|0|0|0|0|0|,7189|1156|558|133|88|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,7189|1156|558|133|88|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6280|1034|470|123|76|17|,3213|44|27|3|5|13|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3067|990|443|120|71|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3067|990|443|120|71|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3067|990|443|120|75|,0|0|0|0|0|0|,13100|3067|990|443|120|75|,0|0|0|0|0|0|,6347|1506|443|209|55|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6347|1506|443|209|55|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5906|1398|419|195|52|28|,2997|71|22|6|2|25|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2909|1327|397|189|50|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2909|1327|397|189|50|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2909|1327|397|189|53|,0|0|0|0|0|0|,17830|2909|1327|397|189|53|,0|0|0|0|0|0|,6877|1164|520|155|76|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6877|1164|520|155|76|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6247|1049|475|139|70|20|,3114|60|19|5|1|19|,0|0|0|0|0|0|
