Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1291|1320|1350|1353|1285|1401|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1291|1320|1350|1353|1285|1401|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1291|1320|1350|1353|2686|,0|0|0|0|0|0|,45880|890|901|912|948|1821|,0|0|0|0|0|0|,7153|133|144|143|153|273|,0|0|0|0|0|0|,0|0|0|0|0|0|,7153|133|144|143|153|273|,0|0|0|0|0|0|,0|0|0|0|0|0|,7053|132|144|139|151|270|,3479|7|8|4|10|249|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3574|125|136|135|141|21|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3574|125|136|135|141|21|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3574|125|136|135|162|,0|0|0|0|0|0|,4040|2509|112|126|119|150|,0|0|0|0|0|0|,3951|2461|110|125|117|149|,0|0|0|0|0|0|,0|0|0|0|0|0|,3951|2461|110|125|117|149|,0|0|0|0|0|0|,0|0|0|0|0|0|,3951|2461|110|125|117|149|,1966|126|5|5|7|138|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1985|2335|105|120|110|11|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1985|2335|105|120|110|11|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1985|2335|105|120|121|,0|0|0|0|0|0|,23870|1590|2140|100|112|114|,0|0|0|0|0|0|,7985|570|711|34|31|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,7985|570|711|34|31|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,6812|484|610|32|27|35|,3357|22|22|1|1|32|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3455|462|588|31|26|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3455|462|588|31|26|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3455|462|588|31|29|,0|0|0|0|0|0|,8830|2881|427|556|28|28|,0|0|0|0|0|0|,5673|1852|288|379|16|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,5673|1852|288|379|16|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,5469|1789|278|366|16|20|,2719|90|12|23|1|19|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2750|1699|266|343|15|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2750|1699|266|343|15|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2750|1699|266|343|16|,0|0|0|0|0|0|,21270|2322|1599|249|323|15|,0|0|0|0|0|0|,7324|837|615|88|124|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,7324|837|615|88|124|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,6533|744|539|76|105|3|,3316|37|20|2|0|3|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3217|707|519|74|105|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3217|707|519|74|105|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3217|707|519|74|105|,0|0|0|0|0|0|,11310|2868|667|486|71|93|,0|0|0|0|0|0|,6100|1571|390|266|49|52|,0|0|0|0|0|0|,0|0|0|0|0|0|,6100|1571|390|266|49|52|,0|0|0|0|0|0|,0|0|0|0|0|0|,5765|1508|376|255|45|48|,2806|69|21|13|1|44|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2959|1439|355|242|44|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2959|1439|355|242|44|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2959|1439|355|242|48|,0|0|0|0|0|0|,17300|2694|1370|339|227|47|,0|0|0|0|0|0|,7321|1103|539|146|96|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,7321|1103|539|146|96|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6364|970|458|120|78|10|,3100|46|22|5|6|8|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3264|924|436|115|72|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3264|924|436|115|72|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3264|924|436|115|74|,0|0|0|0|0|0|,12750|2979|892|415|106|69|,0|0|0|0|0|0|,6459|1506|455|219|60|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6459|1506|455|219|60|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,5931|1364|412|208|51|34|,2936|64|23|6|1|27|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2995|1300|389|202|50|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2995|1300|389|202|50|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2995|1300|389|202|57|,0|0|0|0|0|0|,17670|2797|1252|373|193|54|,0|0|0|0|0|0|,6961|1145|485|153|84|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,6961|1145|485|153|84|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,6311|1033|436|133|74|13|,3081|54|19|5|3|12|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3230|979|417|128|71|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3230|979|417|128|71|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3230|979|417|128|72|,0|0|0|0|0|0|,13880|3034|945|405|126|70|,0|0|0|0|0|0|,6554|1482|449|199|62|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6554|1482|449|199|62|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5961|1365|408|182|58|26|,2944|69|19|11|0|23|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,3017|1296|389|171|58|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3017|1296|389|171|58|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3017|1296|389|171|61|,0|0|0|0|0|0|,16410|2888|1252|378|166|60|,0|0|0|0|0|0|,6730|1247|532|158|65|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6730|1247|532|158|65|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,6139|1135|493|144|58|31|,3116|53|17|8|4|28|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3023|1082|476|136|54|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3023|1082|476|136|54|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3023|1082|476|136|57|,0|0|0|0|0|0|,14700|2872|1039|466|131|56|,0|0|0|0|0|0|,6486|1299|459|217|60|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6486|1299|459|217|60|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6055|1203|431|204|53|21|,3000|60|14|6|7|20|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,3055|1143|417|198|46|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3055|1143|417|198|46|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3055|1143|417|198|47|,0|0|0|0|0|0|,15100|2877|1109|402|191|46|,0|0|0|0|0|0|,6675|1301|501|184|93|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6675|1301|501|184|93|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6098|1183|445|173|83|18|,3051|60|22|6|2|14|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3047|1123|423|167|81|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3047|1123|423|167|81|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3047|1123|423|167|85|,0|0|0|0|0|0|,14950|2919|1100|404|164|84|,0|0|0|0|0|0|,6599|1307|516|177|74|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6599|1307|516|177|74|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,6063|1193|471|161|63|36|,3050|60|29|6|4|33|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,3013|1133|442|155|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3013|1133|442|155|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3013|1133|442|155|62|,0|0|0|0|0|0|,14830|2889|1099|432|153|62|,0|0|0|0|0|0|,6603|1331|463|179|69|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6603|1331|463|179|69|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,6087|1227|424|170|62|30|,3043|71|20|7|3|27|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,3044|1156|404|163|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3044|1156|404|163|59|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3044|1156|404|163|62|,0|0|0|0|0|0|,15350|2937|1127|390|158|61|,0|0|0|0|0|0|,6717|1302|527|147|65|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6717|1302|527|147|65|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6117|1186|480|137|58|22|,2973|59|26|6|5|20|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,3144|1127|454|131|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3144|1127|454|131|53|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3144|1127|454|131|55|,0|0|0|0|0|0|,14440|3046|1097|445|131|55|,0|0|0|0|0|0|,6758|1428|493|223|50|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6758|1428|493|223|50|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6019|1272|439|200|44|26|,3028|79|30|11|3|22|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,2991|1193|409|189|41|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2991|1193|409|189|41|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2991|1193|409|189|45|,0|0|0|0|0|0|,15610|2909|1159|396|189|45|,0|0|0|0|0|0|,6730|1312|498|174|91|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6730|1312|498|174|91|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6073|1209|461|156|82|19|,3051|59|25|4|4|16|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,3022|1150|436|152|78|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3022|1150|436|152|78|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3022|1150|436|152|81|,0|0|0|0|0|0|,15050|2938|1129|427|150|79|,0|0|0|0|0|0|,6640|1323|517|198|64|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6640|1323|517|198|64|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6070|1187|481|172|57|33|,3059|52|22|8|2|31|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,3011|1135|459|164|55|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3011|1135|459|164|55|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3011|1135|459|164|57|,0|0|0|0|0|0|,14290|2940|1110|451|162|57|,0|0|0|0|0|0|,6520|1352|526|211|77|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6520|1352|526|211|77|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,5995|1235|476|195|71|22|,2981|59|25|8|7|20|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,3014|1176|451|187|64|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3014|1176|451|187|64|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3014|1176|451|187|66|,0|0|0|0|0|0|,15360|2951|1149|442|186|66|,0|0|0|0|0|0|,6670|1277|534|199|71|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6670|1277|534|199|71|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6080|1161|483|185|64|27|,3041|45|29|13|6|26|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,3039|1116|454|172|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3039|1116|454|172|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3039|1116|454|172|59|,0|0|0|0|0|0|,15370|2987|1099|446|171|59|,0|0|0|0|0|0|,6692|1320|492|207|84|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6692|1320|492|207|84|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6098|1180|435|191|71|25|,3096|72|17|10|2|23|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,3002|1108|418|181|69|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3002|1108|418|181|69|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3002|1108|418|181|71|,0|0|0|0|0|0|,15370|2957|1094|412|179|66|,0|0|0|0|0|0|,6726|1351|454|182|79|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6726|1351|454|182|79|26|,0|0|0|0|0|0|,0|0|0|0|0|0|,6078|1256|408|168|70|20|,3059|58|25|12|1|19|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,3019|1198|383|156|69|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3019|1198|383|156|69|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3019|1198|383|156|70|,0|0|0|0|0|0|,15020|2965|1187|378|156|70|,0|0|0|0|0|0|,6562|1340|537|157|65|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6562|1340|537|157|65|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6029|1235|502|143|63|28|,2964|59|16|6|6|26|,0|0|0|0|0|0|
