Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1282|1365|1356|1301|1358|1338|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1282|1365|1356|1301|1358|1338|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1282|1365|1356|1301|2696|,0|0|0|0|0|0|,67020|894|930|899|863|1861|,0|0|0|0|0|0|,7322|108|117|107|81|212|,0|0|0|0|0|0|,0|0|0|0|0|0|,7322|108|117|107|81|212|,0|0|0|0|0|0|,0|0|0|0|0|0|,7303|108|117|107|81|212|,3587|4|31|24|10|127|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3716|104|86|83|71|85|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3716|104|86|83|71|85|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3716|104|86|83|156|,0|0|0|0|0|0|,4120|2545|104|86|83|156|,0|0|0|0|0|0|,3956|2458|100|82|81|148|,0|0|0|0|0|0|,0|0|0|0|0|0|,3956|2458|100|82|81|148|,0|0|0|0|0|0|,0|0|0|0|0|0|,3956|2458|100|82|81|148|,1963|123|20|11|13|81|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1993|2335|80|71|68|67|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1993|2335|80|71|68|67|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1993|2335|80|71|135|,0|0|0|0|0|0|,49480|1770|2335|80|71|135|,0|0|0|0|0|0|,10618|324|480|17|17|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,10618|324|480|17|17|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,7359|244|327|10|12|11|,3669|16|65|1|3|4|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3690|228|262|9|9|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3690|228|262|9|9|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3690|228|262|9|16|,0|0|0|0|0|0|,10080|3181|228|262|9|16|,0|0|0|0|0|0|,5999|1947|126|137|6|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,5999|1947|126|137|6|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,5843|1887|122|128|6|9|,2900|84|39|33|1|4|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2943|1803|83|95|5|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2943|1803|83|95|5|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2943|1803|83|95|10|,0|0|0|0|0|0|,39700|2719|1803|83|95|10|,0|0|0|0|0|0|,9932|641|456|22|26|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,9932|641|456|22|26|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,7080|498|330|21|17|2|,3549|22|66|2|3|1|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3531|476|264|19|14|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3531|476|264|19|14|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3531|476|264|19|15|,0|0|0|0|0|0|,15460|3186|476|264|19|15|,0|0|0|0|0|0|,6948|1495|216|111|5|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,6948|1495|216|111|5|8|,0|0|0|0|0|0|,0|0|0|0|0|0|,6316|1363|197|97|5|8|,3184|56|43|15|1|6|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,3132|1307|154|82|4|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3132|1307|154|82|4|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3132|1307|154|82|6|,0|0|0|0|0|0|,0|2667|1307|154|82|6|,0|0|0|0|0|0|,0|2667|1307|154|82|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|2667|1307|154|82|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|2667|1307|154|82|6|,0|116|278|21|14|3|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|2551|1029|133|68|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|2551|1029|133|68|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|2551|1029|133|71|,0|0|0|0|0|0|,0|0|2551|1029|133|71|,0|0|0|0|0|0|,0|0|2551|1029|133|71|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|2551|1029|133|71|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|2551|1029|133|71|,0|0|508|198|21|43|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|2043|831|112|28|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|2043|831|112|28|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|2043|831|140|,0|0|0|0|0|0|,0|0|0|2043|831|140|,0|0|0|0|0|0|,0|0|0|2043|831|140|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|2043|831|140|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|2043|831|140|,0|0|0|394|118|85|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|1649|713|55|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|1649|713|55|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|1649|768|,0|0|0|0|0|0|,0|0|0|0|1649|768|,0|0|0|0|0|0|,0|0|0|0|1649|768|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|1649|768|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|1649|768|,0|0|0|0|274|452|,0|0|0|0|0|0|
