Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1334|1314|1347|1344|1332|1329|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1334|1314|1347|1344|1332|1329|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1334|1314|1347|1344|2661|,0|0|0|0|0|0|,40200|872|888|851|894|1734|,0|0|0|0|0|0|,6128|127|156|136|154|299|,0|0|0|0|0|0|,0|0|0|0|0|0|,6128|127|156|136|154|299|,0|0|0|0|0|0|,0|0|0|0|0|0|,6009|124|153|134|148|294|,2986|6|12|10|3|272|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3023|118|141|124|145|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3023|118|141|124|145|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3023|118|141|124|167|,0|0|0|0|0|0|,3470|2214|118|141|124|167|,0|0|0|0|0|0|,3375|2178|117|137|124|163|,0|0|0|0|0|0|,0|0|0|0|0|0|,3375|2178|117|137|124|163|,0|0|0|0|0|0|,0|0|0|0|0|0|,3375|2178|117|137|124|163|,1717|81|1|6|10|143|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1658|2097|116|131|114|20|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1658|2097|116|131|114|20|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1658|2097|116|131|134|,0|0|0|0|0|0|,21520|1430|2097|116|131|134|,0|0|0|0|0|0|,7361|466|688|35|48|52|,0|0|0|0|0|0|,0|0|0|0|0|0|,7361|466|688|35|48|52|,0|0|0|0|0|0|,0|0|0|0|0|0|,5954|383|562|21|41|39|,2931|22|22|1|0|32|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3023|361|540|20|41|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3023|361|540|20|41|7|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3023|361|540|20|48|,0|0|0|0|0|0|,6860|2654|361|540|20|48|,0|0|0|0|0|0|,4735|1844|254|381|10|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,4735|1844|254|381|10|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,4550|1772|241|367|10|29|,2245|79|9|15|0|28|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2305|1693|232|352|10|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2305|1693|232|352|10|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2305|1693|232|352|11|,0|0|0|0|0|0|,19800|2099|1693|232|352|11|,0|0|0|0|0|0|,6868|716|585|80|122|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,6868|716|585|80|122|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,5733|602|493|70|98|4|,2884|30|16|4|1|4|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,2849|572|477|66|97|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2849|572|477|66|97|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2849|572|477|66|97|,0|0|0|0|0|0|,9760|2602|572|477|66|97|,0|0|0|0|0|0|,5460|1480|338|289|35|55|,0|0|0|0|0|0|,0|0|0|0|0|0|,5460|1480|338|289|35|55|,0|0|0|0|0|0|,0|0|0|0|0|0|,4976|1367|309|271|28|49|,2569|74|16|13|4|45|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2407|1293|293|258|24|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2407|1293|293|258|24|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2407|1293|293|258|28|,0|0|0|0|0|0|,16970|2202|1293|293|258|28|,0|0|0|0|0|0|,6713|849|512|114|99|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,6713|849|512|114|99|11|,0|0|0|0|0|0|,0|0|0|0|0|0|,5644|743|418|101|83|11|,2830|38|25|7|2|11|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,2814|705|393|94|81|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2814|705|393|94|81|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2814|705|393|94|81|,0|0|0|0|0|0|,10770|2637|705|393|94|81|,0|0|0|0|0|0|,5518|1397|368|208|53|40|,0|0|0|0|0|0|,0|0|0|0|0|0|,5518|1397|368|208|53|40|,0|0|0|0|0|0|,0|0|0|0|0|0|,5080|1296|341|196|49|37|,2596|63|18|14|1|33|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2484|1233|323|182|48|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2484|1233|323|182|48|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2484|1233|323|182|52|,0|0|0|0|0|0|,15060|2330|1233|323|182|52|,0|0|0|0|0|0|,6218|927|509|135|85|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6218|927|509|135|85|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5513|825|445|121|77|19|,2794|30|21|7|4|16|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,2719|795|424|114|73|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2719|795|424|114|73|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2719|795|424|114|76|,0|0|0|0|0|0|,11890|2590|795|424|114|76|,0|0|0|0|0|0|,5823|1268|387|217|57|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,5823|1268|387|217|57|35|,0|0|0|0|0|0|,0|0|0|0|0|0|,5229|1143|348|197|53|30|,2560|57|19|10|4|28|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2669|1086|329|187|49|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2669|1086|329|187|49|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2669|1086|329|187|51|,0|0|0|0|0|0|,14930|2567|1086|329|187|51|,0|0|0|0|0|0|,5973|1023|476|130|64|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5973|1023|476|130|64|20|,0|0|0|0|0|0|,0|0|0|0|0|0|,5441|934|432|117|58|18|,2665|42|19|6|2|16|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,2776|892|413|111|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2776|892|413|111|56|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2776|892|413|111|58|,0|0|0|0|0|0|,12660|2672|892|413|111|58|,0|0|0|0|0|0|,5666|1213|429|205|55|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,5666|1213|429|205|55|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,5200|1115|393|187|54|31|,2665|55|23|10|4|27|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,2535|1060|370|177|50|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2535|1060|370|177|50|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2535|1060|370|177|54|,0|0|0|0|0|0|,13930|2467|1060|370|177|54|,0|0|0|0|0|0|,6035|1087|428|158|83|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,6035|1087|428|158|83|22|,0|0|0|0|0|0|,0|0|0|0|0|0|,5381|992|385|144|81|17|,2676|64|24|10|6|15|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,2705|928|361|134|75|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2705|928|361|134|75|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2705|928|361|134|77|,0|0|0|0|0|0|,12030|2610|928|361|134|77|,0|0|0|0|0|0|,5526|1275|425|170|54|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,5526|1275|425|170|54|39|,0|0|0|0|0|0|,0|0|0|0|0|0|,5156|1200|397|161|51|35|,2532|57|20|10|3|29|,0|0|0|0|0|0|
