PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,infection,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,43.908878,-122.157688,ID1_F14_m14f6_P14_Y14_UO969,ID14_F1_m14f6_P14_Y12_UO1422,ID6_F5_m5f7_P5_Y13_UO6529,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.6090087890625,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F9_m9f7_P9_Y14_UO6347,ID9_F1_m2f10_P2_Y10_UO6363,ID7_F2_m2f2_P2_Y13_UO3536,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.59552001953125,1,P0_CV0,1,1,1,1,1
1,43.908878,-122.157688,ID1_F7_m7f11_P7_Y14_UO1608,ID7_F1_m10f1_P10_Y12_UO461,ID11_F14_m16f9_P16_Y10_UO3655,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.593017578125,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f16_P1_Y14_UO1845,ID1_F12_m1f3_P1_Y12_UO5635,ID16_F8_m8f12_P8_Y13_UO4969,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.5814208984375,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F2_m2f15_P2_Y14_UO1881,ID2_F5_m3f1_P3_Y11_UO4281,ID15_F6_m6f13_P6_Y13_UO492,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.6171875,1,P0_CV0,1,1,1,0,2
1,43.908878,-122.157688,ID1_F10_m10f15_P10_Y14_UO4464,ID10_F8_m13f8_P13_Y12_UO4462,ID15_F2_m2f15_P2_Y13_UO2084,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.6181640625,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F15_m15f15_P15_Y14_UO6208,ID15_F4_m13f1_P13_Y10_UO2822,ID15_F1_m11f7_P11_Y12_UO6297,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.6102294921875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f7_P1_Y14_UO4289,ID1_F11_m8f9_P8_Y12_UO1580,ID7_F4_m4f1_P4_Y13_UO1854,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.602783203125,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f7_P1_Y14_UO4290,ID1_F11_m8f9_P8_Y12_UO1580,ID7_F4_m4f1_P4_Y13_UO1854,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.602783203125,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F5_m5f5_P5_Y14_UO3400,ID5_F13_m13f15_P13_Y12_UO4639,ID5_F1_m14f2_P14_Y12_UO4455,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.62060546875,1,P0_CV0,1,2,0,1,1
