Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1276|1285|1375|1336|1328|1400|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1276|1285|1375|1336|1328|1400|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1276|1285|1375|1336|2728|,0|0|0|0|0|0|,46330|877|911|998|941|1902|,0|0|0|0|0|0|,7109|141|139|148|152|312|,0|0|0|0|0|0|,0|0|0|0|0|0|,7109|141|139|148|152|312|,0|0|0|0|0|0|,0|0|0|0|0|0|,6809|133|133|137|146|300|,3370|6|6|13|6|278|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3439|127|127|124|140|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3439|127|127|124|140|22|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3439|127|127|124|162|,0|0|0|0|0|0|,3930|2458|111|116|108|148|,0|0|0|0|0|0|,3778|2390|109|114|107|146|,0|0|0|0|0|0|,0|0|0|0|0|0|,3778|2390|109|114|107|146|,0|0|0|0|0|0|,0|0|0|0|0|0|,3778|2390|109|114|107|146|,1953|129|3|7|6|140|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,1825|2261|106|107|101|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1825|2261|106|107|101|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1825|2261|106|107|107|,0|0|0|0|0|0|,23730|1434|2042|95|91|99|,0|0|0|0|0|0|,8006|476|636|27|31|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,8006|476|636|27|31|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6756|405|546|23|30|31|,3370|18|25|1|1|29|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3386|387|521|22|29|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3386|387|521|22|29|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3386|387|521|22|31|,0|0|0|0|0|0|,7240|2729|344|476|21|27|,0|0|0|0|0|0|,5034|1899|228|326|15|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,5034|1899|228|326|15|14|,0|0|0|0|0|0|,0|0|0|0|0|0|,4999|1883|227|324|15|14|,2519|84|11|15|2|11|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2480|1799|216|309|13|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2480|1799|216|309|13|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2480|1799|216|309|16|,0|0|0|0|0|0|,21130|2032|1613|197|287|14|,0|0|0|0|0|0|,7167|721|543|66|99|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,7167|721|543|66|99|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,6470|642|491|60|86|6|,3302|40|25|3|6|6|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3168|602|466|57|80|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3168|602|466|57|80|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3168|602|466|57|80|,0|0|0|0|0|0|,9160|2674|547|426|49|71|,0|0|0|0|0|0|,5755|1616|331|252|33|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,5755|1616|331|252|33|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,5507|1538|316|242|31|39|,2755|70|14|16|1|33|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2752|1468|302|226|30|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2752|1468|302|226|30|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2752|1468|302|226|36|,0|0|0|0|0|0|,18190|2362|1333|285|195|36|,0|0|0|0|0|0|,7459|954|525|108|70|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,7459|954|525|108|70|12|,0|0|0|0|0|0|,0|0|0|0|0|0|,6364|824|442|89|58|9|,3231|35|24|4|1|9|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3133|789|418|85|57|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3133|789|418|85|57|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3133|789|418|85|57|,0|0|0|0|0|0|,11360|2693|706|383|77|54|,0|0|0|0|0|0|,6457|1507|389|207|32|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,6457|1507|389|207|32|27|,0|0|0|0|0|0|,0|0|0|0|0|0|,5819|1356|343|191|27|27|,2910|69|17|11|1|23|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2909|1287|326|180|26|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2909|1287|326|180|26|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2909|1287|326|180|30|,0|0|0|0|0|0|,15060|2540|1176|310|166|29|,0|0|0|0|0|0|,7003|1122|499|138|74|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,7003|1122|499|138|74|9|,0|0|0|0|0|0|,0|0|0|0|0|0|,6137|968|429|126|61|8|,2997|57|24|3|7|7|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3140|911|405|123|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3140|911|405|123|54|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3140|911|405|123|55|,0|0|0|0|0|0|,12900|2745|833|371|117|50|,0|0|0|0|0|0|,6489|1363|425|175|53|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,6489|1363|425|175|53|19|,0|0|0|0|0|0|,0|0|0|0|0|0|,5924|1217|383|166|47|17|,2981|67|27|8|2|15|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2943|1150|356|158|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2943|1150|356|158|45|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2943|1150|356|158|47|,0|0|0|0|0|0|,15100|2569|1049|321|142|43|,0|0|0|0|0|0|,7407|1178|526|138|58|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,7407|1178|526|138|58|21|,0|0|0|0|0|0|,0|0|0|0|0|0|,6188|986|448|113|52|13|,3069|53|23|7|2|12|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3119|933|425|106|50|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3119|933|425|106|50|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3119|933|425|106|51|,0|0|0|0|0|0|,12500|2734|865|386|95|48|,0|0|0|0|0|0|,6465|1380|426|193|50|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6465|1380|426|193|50|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,5912|1254|376|168|47|30|,2930|60|18|9|3|26|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,2982|1194|358|159|44|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2982|1194|358|159|44|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2982|1194|358|159|48|,0|0|0|0|0|0|,14650|2635|1103|320|147|43|,0|0|0|0|0|0|,6694|1212|493|173|75|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6694|1212|493|173|75|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,6019|1092|429|144|66|16|,3002|47|18|7|1|15|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3017|1045|411|137|65|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3017|1045|411|137|65|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3017|1045|411|137|66|,0|0|0|0|0|0|,13540|2684|965|372|128|63|,0|0|0|0|0|0|,6636|1260|482|178|50|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,6636|1260|482|178|50|38|,0|0|0|0|0|0|,0|0|0|0|0|0|,5943|1140|438|158|44|36|,2917|58|18|10|3|33|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,3026|1082|420|148|41|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3026|1082|420|148|41|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3026|1082|420|148|44|,0|0|0|0|0|0|,13600|2716|985|382|134|42|,0|0|0|0|0|0|,6532|1293|455|177|63|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6532|1293|455|177|63|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5921|1172|418|170|56|24|,2914|56|22|10|3|23|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,3007|1116|396|160|53|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3007|1116|396|160|53|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3007|1116|396|160|54|,0|0|0|0|0|0|,14920|2700|1033|361|143|47|,0|0|0|0|0|0|,6897|1172|463|158|58|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6897|1172|463|158|58|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6095|1041|416|140|57|15|,2945|55|17|5|2|15|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,3150|986|399|135|55|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3150|986|399|135|55|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3150|986|399|135|55|,0|0|0|0|0|0|,12910|2851|899|352|123|53|,0|0|0|0|0|0|,6447|1406|440|172|52|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6447|1406|440|172|52|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,5853|1270|411|149|47|23|,2952|65|16|12|0|21|,0|0|0|0|0|0|
