Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1333|1369|1283|1334|1334|1347|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1333|1369|1283|1334|1334|1347|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1333|1369|1283|1334|2681|,0|0|0|0|0|0|,45390|350|338|335|341|658|,0|0|0|0|0|0|,7662|59|53|55|53|111|,0|0|0|0|0|0|,0|0|0|0|0|0|,7662|59|53|55|53|111|,0|0|0|0|0|0|,0|0|0|0|0|0|,7659|59|53|55|52|111|,3834|3|2|1|0|98|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,3825|56|51|54|52|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3825|56|51|54|52|13|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3825|56|51|54|65|,0|0|0|0|0|0|,1650|953|56|51|54|65|,0|0|0|0|0|0|,1650|953|56|51|54|65|,0|0|0|0|0|0|,0|0|0|0|0|0|,1650|953|56|51|54|65|,0|0|0|0|0|0|,0|0|0|0|0|0|,1650|953|56|51|54|65|,819|41|5|3|1|57|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,831|912|51|48|53|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,831|912|51|48|53|8|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|831|912|51|48|61|,0|0|0|0|0|0|,9230|489|912|51|48|61|,0|0|0|0|0|0|,6988|361|681|42|37|47|,0|0|0|0|0|0|,0|0|0|0|0|0|,6988|361|681|42|37|47|,0|0|0|0|0|0|,0|0|0|0|0|0|,6763|353|648|41|37|44|,3389|12|33|2|1|40|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,3374|341|615|39|36|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3374|341|615|39|36|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3374|341|615|39|40|,0|0|0|0|0|0|,7280|3133|341|615|39|40|,0|0|0|0|0|0|,5139|2320|231|451|30|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5139|2320|231|451|30|33|,0|0|0|0|0|0|,0|0|0|0|0|0|,5018|2253|228|438|30|32|,2531|126|10|26|1|28|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,2487|2127|218|412|29|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2487|2127|218|412|29|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2487|2127|218|412|33|,0|0|0|0|0|0|,24310|2416|2127|218|412|33|,0|0|0|0|0|0|,7662|807|679|71|125|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,7662|807|679|71|125|16|,0|0|0|0|0|0|,0|0|0|0|0|0|,6539|691|583|65|105|14|,3252|28|35|3|3|14|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,3287|663|548|62|102|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3287|663|548|62|102|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3287|663|548|62|102|,0|0|0|0|0|0|,11000|3270|663|548|62|102|,0|0|0|0|0|0|,5731|1917|359|286|27|64|,0|0|0|0|0|0|,0|0|0|0|0|0|,5731|1917|359|286|27|64|,0|0|0|0|0|0|,0|0|0|0|0|0|,5481|1816|341|275|26|59|,2785|101|18|10|2|50|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,2696|1715|323|265|24|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2696|1715|323|265|24|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2696|1715|323|265|33|,0|0|0|0|0|0|,19460|2693|1715|323|265|33|,0|0|0|0|0|0|,6986|1012|657|117|100|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,6986|1012|657|117|100|13|,0|0|0|0|0|0|,0|0|0|0|0|0|,6308|895|595|104|85|11|,3075|57|31|6|0|10|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,3233|838|564|98|85|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3233|838|564|98|85|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3233|838|564|98|86|,0|0|0|0|0|0|,12040|3232|838|564|98|86|,0|0|0|0|0|0|,6201|1620|431|288|49|47|,0|0|0|0|0|0|,0|0|0|0|0|0|,6201|1620|431|288|49|47|,0|0|0|0|0|0|,0|0|0|0|0|0|,5737|1502|409|265|43|43|,2834|69|26|16|2|34|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,2903|1433|383|249|41|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2903|1433|383|249|41|9|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2903|1433|383|249|50|,0|0|0|0|0|0|,18460|2903|1433|383|249|50|,0|0|0|0|0|0|,6742|1141|492|163|93|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6742|1141|492|163|93|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6269|1023|445|150|85|24|,3157|66|21|8|2|20|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,3112|957|424|142|83|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3112|957|424|142|83|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3112|957|424|142|87|,0|0|0|0|0|0|,13160|3112|957|424|142|87|,0|0|0|0|0|0|,6276|1489|480|206|65|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,6276|1489|480|206|65|41|,0|0|0|0|0|0|,0|0|0|0|0|0|,5871|1390|445|191|61|40|,2945|70|18|10|3|36|,0|0|0|0|0|0|
10,0|1|2|3|4|5|,2926|1320|427|181|58|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2926|1320|427|181|58|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2926|1320|427|181|62|,0|0|0|0|0|0|,17400|2926|1320|427|181|62|,0|0|0|0|0|0|,7076|1162|534|172|85|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,7076|1162|534|172|85|25|,0|0|0|0|0|0|,0|0|0|0|0|0|,6234|1038|480|146|75|24|,3151|53|23|12|4|23|,0|0|0|0|0|0|
11,0|1|2|3|4|5|,3083|985|457|134|71|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3083|985|457|134|71|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3083|985|457|134|72|,0|0|0|0|0|0|,13860|3083|985|457|134|72|,0|0|0|0|0|0|,6242|1478|438|211|57|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,6242|1478|438|211|57|36|,0|0|0|0|0|0|,0|0|0|0|0|0|,5922|1393|402|197|51|33|,2956|68|21|7|5|30|,0|0|0|0|0|0|
12,0|1|2|3|4|5|,2966|1325|381|190|46|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2966|1325|381|190|46|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2966|1325|381|190|49|,0|0|0|0|0|0|,16230|2966|1325|381|190|49|,0|0|0|0|0|0|,7083|1281|569|166|83|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,7083|1281|569|166|83|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6102|1154|494|156|71|20|,3017|68|20|9|6|20|,0|0|0|0|0|0|
13,0|1|2|3|4|5|,3085|1086|474|147|65|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3085|1086|474|147|65|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3085|1086|474|147|65|,0|0|0|0|0|0|,14940|3085|1086|474|147|65|,0|0|0|0|0|0|,6507|1384|466|213|57|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6507|1384|466|213|57|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6022|1261|440|193|55|28|,2899|52|28|12|2|28|,0|0|0|0|0|0|
14,0|1|2|3|4|5|,3123|1209|412|181|53|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3123|1209|412|181|53|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3123|1209|412|181|53|,0|0|0|0|0|0|,15580|3123|1209|412|181|53|,0|0|0|0|0|0|,6257|1393|532|171|75|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6257|1393|532|171|75|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5948|1301|491|162|72|23|,2913|63|28|6|2|22|,0|0|0|0|0|0|
15,0|1|2|3|4|5|,3035|1238|463|156|70|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3035|1238|463|156|70|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3035|1238|463|156|71|,0|0|0|0|0|0|,15770|3035|1238|463|156|71|,0|0|0|0|0|0|,6994|1328|549|198|64|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6994|1328|549|198|64|28|,0|0|0|0|0|0|,0|0|0|0|0|0|,6063|1212|471|170|59|23|,3056|65|31|10|2|19|,0|0|0|0|0|0|
16,0|1|2|3|4|5|,3007|1147|440|160|57|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3007|1147|440|160|57|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3007|1147|440|160|61|,0|0|0|0|0|0|,14920|3007|1147|440|160|61|,0|0|0|0|0|0|,6305|1389|497|207|69|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,6305|1389|497|207|69|24|,0|0|0|0|0|0|,0|0|0|0|0|0|,5967|1290|466|190|62|24|,2981|71|22|12|2|20|,0|0|0|0|0|0|
17,0|1|2|3|4|5|,2986|1219|444|178|60|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2986|1219|444|178|60|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2986|1219|444|178|64|,0|0|0|0|0|0|,15450|2986|1219|444|178|64|,0|0|0|0|0|0|,6697|1353|521|190|79|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6697|1353|521|190|79|30|,0|0|0|0|0|0|,0|0|0|0|0|0|,6007|1241|473|179|73|23|,3017|70|18|7|0|22|,0|0|0|0|0|0|
18,0|1|2|3|4|5|,2990|1171|455|172|73|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2990|1171|455|172|73|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2990|1171|455|172|74|,0|0|0|0|0|0|,14990|2990|1171|455|172|74|,0|0|0|0|0|0|,6356|1298|495|224|75|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6356|1298|495|224|75|23|,0|0|0|0|0|0|,0|0|0|0|0|0|,6034|1201|470|202|71|20|,3071|57|21|10|4|18|,0|0|0|0|0|0|
19,0|1|2|3|4|5|,2963|1144|449|192|67|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2963|1144|449|192|67|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2963|1144|449|192|69|,0|0|0|0|0|0|,14940|2963|1144|449|192|69|,0|0|0|0|0|0|,6440|1351|510|203|89|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,6440|1351|510|203|89|34|,0|0|0|0|0|0|,0|0|0|0|0|0|,5973|1258|470|189|78|30|,3024|61|39|9|1|27|,0|0|0|0|0|0|
20,0|1|2|3|4|5|,2949|1197|431|180|77|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2949|1197|431|180|77|3|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2949|1197|431|180|80|,0|0|0|0|0|0|,16140|2949|1197|431|180|80|,0|0|0|0|0|0|,6920|1299|497|198|81|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6920|1299|497|198|81|31|,0|0|0|0|0|0|,0|0|0|0|0|0|,6100|1176|454|174|73|23|,3012|67|17|8|2|17|,0|0|0|0|0|0|
21,0|1|2|3|4|5|,3088|1109|437|166|71|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3088|1109|437|166|71|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3088|1109|437|166|77|,0|0|0|0|0|0|,14550|3088|1109|437|166|77|,0|0|0|0|0|0|,6608|1388|495|212|86|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6608|1388|495|212|86|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5960|1275|465|194|80|23|,3023|71|21|11|8|23|,0|0|0|0|0|0|
22,0|1|2|3|4|5|,2937|1204|444|183|72|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,2937|1204|444|183|72|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|2937|1204|444|183|72|,0|0|0|0|0|0|,16340|2937|1204|444|183|72|,0|0|0|0|0|0|,6777|1265|505|181|69|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6777|1265|505|181|69|32|,0|0|0|0|0|0|,0|0|0|0|0|0|,6149|1127|459|174|63|27|,3075|53|18|9|5|26|,0|0|0|0|0|0|
23,0|1|2|3|4|5|,3074|1074|441|165|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,3074|1074|441|165|58|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|3074|1074|441|165|59|,0|0|0|0|0|0|,13650|3074|1074|441|165|59|,0|0|0|0|0|0|,6220|1531|509|208|75|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,6220|1531|509|208|75|29|,0|0|0|0|0|0|,0|0|0|0|0|0|,5829|1408|474|191|74|24|,2908|41|21|6|1|22|,0|0|0|0|0|0|
