Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1326|1245|1331|1400|1342|1356|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1326|1245|1331|1400|1342|1356|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1326|1245|1331|1400|2698|,0|0|0|0|0|0|,91245|943|823|905|940|1843|,0|0|0|0|0|0|,7519|79|60|75|73|141|,3753|0|0|0|0|0|,0|0|0|0|0|0|,3766|79|60|75|73|141|,0|0|0|0|0|0|,0|0|0|0|0|0|,3766|79|60|75|73|141|,2270|4|14|17|9|86|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,1496|75|46|58|64|55|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1496|75|46|58|64|55|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1496|75|46|58|119|,0|0|0|0|0|0|,4455|1034|75|46|58|119|,0|0|0|0|0|0|,4212|1007|71|44|56|115|,2111|0|0|0|0|0|,0|0|0|0|0|0|,2101|1007|71|44|56|115|,0|0|0|0|0|0|,0|0|0|0|0|0|,2101|1007|71|44|56|115|,1240|51|15|7|4|66|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,861|956|56|37|52|49|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,861|956|56|37|52|49|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|861|956|56|37|101|,0|0|0|0|0|0|,77965|773|956|56|37|101|,0|0|0|0|0|0|,12838|122|177|6|6|15|,6470|0|0|0|0|0|,0|0|0|0|0|0|,6368|122|177|6|6|15|,0|0|0|0|0|0|,0|0|0|0|0|0|,4107|91|123|2|4|10|,2449|2|21|0|0|6|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,1658|89|102|2|4|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1658|89|102|2|4|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1658|89|102|2|8|,0|0|0|0|0|0|,8665|1442|89|102|2|8|,0|0|0|0|0|0|,6106|1187|58|87|2|6|,3039|0|0|0|0|0|,0|0|0|0|0|0|,3067|1187|58|87|2|6|,0|0|0|0|0|0|,0|0|0|0|0|0|,3044|1177|58|86|2|6|,1820|64|12|23|0|4|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,1224|1113|46|63|2|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1224|1113|46|63|2|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1224|1113|46|63|4|,0|0|0|0|0|0|,90675|1120|1113|46|63|4|,0|0|0|0|0|0|,15099|197|181|11|11|2|,7450|0|0|0|0|0|,0|0|0|0|0|0|,7649|197|181|11|11|2|,0|0|0|0|0|0|,0|0|0|0|0|0|,4123|124|98|10|6|1|,2517|8|19|1|2|1|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,1606|116|79|9|4|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1606|116|79|9|4|0|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1606|116|79|9|4|,0|0|0|0|0|0|,0|1401|116|79|9|4|,0|0|0|0|0|0|,0|1401|116|79|9|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1401|116|79|9|4|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1401|116|79|9|4|,0|66|21|19|3|3|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,0|1335|95|60|6|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|1335|95|60|6|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|1335|95|60|7|,0|0|0|0|0|0|,0|0|1335|95|60|7|,0|0|0|0|0|0|,0|0|1335|95|60|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|1335|95|60|7|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|1335|95|60|7|,0|0|258|17|11|3|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|0|1077|78|49|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|1077|78|49|4|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|1077|78|53|,0|0|0|0|0|0|,0|0|0|1077|78|53|,0|0|0|0|0|0|,0|0|0|1077|78|53|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|1077|78|53|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|1077|78|53|,0|0|0|185|14|28|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|0|892|64|25|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|892|64|25|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|892|89|,0|0|0|0|0|0|,0|0|0|0|892|89|,0|0|0|0|0|0|,0|0|0|0|892|89|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|892|89|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|892|89|,0|0|0|0|136|56|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|0|756|33|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|0|756|33|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|0|789|,0|0|0|0|0|0|,0|0|0|0|0|789|,0|0|0|0|0|0|,0|0|0|0|0|789|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|789|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|0|789|,0|0|0|0|0|460|,0|0|0|0|0|0|
