Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|,1404|1308|1354|1310|1343|1281|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1404|1308|1354|1310|1343|1281|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1404|1308|1354|1310|2624|,0|0|0|0|0|0|,91845|937|908|918|900|1816|,0|0|0|0|0|0|,7505|69|64|79|77|147|,3740|0|0|0|0|0|,0|0|0|0|0|0|,3765|69|64|79|77|147|,0|0|0|0|0|0|,0|0|0|0|0|0|,3765|69|64|79|77|147|,2296|3|10|19|17|73|,0|0|0|0|0|0|
1,0|1|2|3|4|5|,1469|66|54|60|60|74|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1469|66|54|60|60|74|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1469|66|54|60|134|,0|0|0|0|0|0|,4345|1006|66|54|60|134|,0|0|0|0|0|0|,4294|1004|66|54|60|133|,2092|0|0|0|0|0|,0|0|0|0|0|0|,2202|1004|66|54|60|133|,0|0|0|0|0|0|,0|0|0|0|0|0|,2202|1004|66|54|60|133|,1358|46|13|10|8|79|,0|0|0|0|0|0|
2,0|1|2|3|4|5|,844|958|53|44|52|54|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,844|958|53|44|52|54|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|844|958|53|44|106|,0|0|0|0|0|0|,78005|764|958|53|44|106|,0|0|0|0|0|0|,12977|151|155|14|7|17|,6386|0|0|0|0|0|,0|0|0|0|0|0|,6591|151|155|14|7|17|,0|0|0|0|0|0|,0|0|0|0|0|0|,4201|83|98|9|6|11|,2530|3|17|1|1|5|,0|0|0|0|0|0|
3,0|1|2|3|4|5|,1671|80|81|8|5|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1671|80|81|8|5|6|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1671|80|81|8|11|,0|0|0|0|0|0|,7765|1462|80|81|8|11|,0|0|0|0|0|0|,6667|1311|68|70|7|10|,3387|0|0|0|0|0|,0|0|0|0|0|0|,3280|1311|68|70|7|10|,0|0|0|0|0|0|,0|0|0|0|0|0|,2899|1228|61|64|5|10|,1771|65|12|10|1|5|,0|0|0|0|0|0|
4,0|1|2|3|4|5|,1128|1163|49|54|4|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1128|1163|49|54|4|5|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1128|1163|49|54|9|,0|0|0|0|0|0|,94645|1071|1163|49|54|9|,0|0|0|0|0|0|,13336|230|176|10|9|5|,6583|0|0|0|0|0|,0|0|0|0|0|0|,6753|230|176|10|9|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,4202|102|117|3|5|4|,2521|3|22|1|1|3|,0|0|0|0|0|0|
5,0|1|2|3|4|5|,1681|99|95|2|4|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1681|99|95|2|4|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1681|99|95|2|5|,0|0|0|0|0|0|,9435|1638|99|95|2|5|,0|0|0|0|0|0|,7168|1363|71|83|2|5|,3582|0|0|0|0|0|,0|0|0|0|0|0|,3586|1363|71|83|2|5|,0|0|0|0|0|0|,0|0|0|0|0|0|,3010|1265|59|77|2|4|,1858|61|11|10|1|2|,0|0|0|0|0|0|
6,0|1|2|3|4|5|,1152|1204|48|67|1|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,1152|1204|48|67|1|2|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|1152|1204|48|67|3|,0|0|0|0|0|0|,0|1152|1204|48|67|3|,0|0|0|0|0|0|,0|1152|1204|48|67|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1152|1204|48|67|3|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|1152|1204|48|67|3|,0|52|220|8|12|2|,0|0|0|0|0|0|
7,0|1|2|3|4|5|,0|1100|984|40|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|1100|984|40|55|1|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|1100|984|40|56|,0|0|0|0|0|0|,0|0|1100|984|40|56|,0|0|0|0|0|0|,0|0|1100|984|40|56|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|1100|984|40|56|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|1100|984|40|56|,0|0|206|180|4|32|,0|0|0|0|0|0|
8,0|1|2|3|4|5|,0|0|894|804|36|24|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|894|804|36|24|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|894|804|60|,0|0|0|0|0|0|,0|0|0|894|804|60|,0|0|0|0|0|0|,0|0|0|894|804|60|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|894|804|60|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|894|804|60|,0|0|0|164|140|37|,0|0|0|0|0|0|
9,0|1|2|3|4|5|,0|0|0|730|664|23|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|,0|0|0|730|664|23|,nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|,0|0|0|0|730|687|,0|0|0|0|0|0|,0|0|0|0|730|687|,0|0|0|0|0|0|,0|0|0|0|730|687|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|730|687|,0|0|0|0|0|0|,0|0|0|0|0|0|,0|0|0|0|730|687|,0|0|0|0|96|427|,0|0|0|0|0|0|
