PatchID,XCOORD,YCOORD,ID,MID,FID,sex,age,size,mature,newmature,layeggs,capture,recapture,infection,CDist,Hindex,Species,ClassFile,SubPatchID,L0A0,L0A1,L1A0,L1A1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4278,ID1_F1_m1f1_P1_Y7_UO4224,ID1_F1_m1f1_P1_Y7_UO53,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.7890625,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO6296,ID1_F1_m1f1_P1_Y7_UO1416,ID1_F1_m1f1_P1_Y7_UO3666,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.7109375,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO5134,ID1_F1_m1f1_P1_Y6_UO5729,ID1_F1_m1f1_P1_Y8_UO684,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.8125,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO5973,ID1_F1_m1f1_P1_Y6_UO6326,ID1_F1_m1f1_P1_Y8_UO1058,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.796875,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO6282,ID1_F1_m1f1_P1_Y7_UO1416,ID1_F1_m1f1_P1_Y7_UO3666,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.7109375,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4276,ID1_F1_m1f1_P1_Y7_UO4224,ID1_F1_m1f1_P1_Y7_UO53,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.7890625,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO3993,ID1_F1_m1f1_P1_Y6_UO5557,ID1_F1_m1f1_P1_Y8_UO689,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.8125,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2772,ID1_F1_m1f1_P1_Y7_UO4341,ID1_F1_m1f1_P1_Y8_UO6613,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.8359375,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4938,ID1_F1_m1f1_P1_Y7_UO5620,ID1_F1_m1f1_P1_Y8_UO5343,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.748046875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2402,ID1_F1_m1f1_P1_Y7_UO2933,ID1_F1_m1f1_P1_Y8_UO1064,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.8046875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO1347,ID1_F1_m1f1_P1_Y7_UO5331,ID1_F1_m1f1_P1_Y8_UO4652,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.826171875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2672,ID1_F1_m1f1_P1_Y6_UO1496,ID1_F1_m1f1_P1_Y6_UO4426,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.7890625,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2354,ID1_F1_m1f1_P1_Y7_UO4218,ID1_F1_m1f1_P1_Y7_UO3887,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.75,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4932,ID1_F1_m1f1_P1_Y7_UO5620,ID1_F1_m1f1_P1_Y8_UO5343,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.748046875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO6420,ID1_F1_m1f1_P1_Y6_UO6344,ID1_F1_m1f1_P1_Y8_UO3398,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.79296875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4949,ID1_F1_m1f1_P1_Y7_UO5620,ID1_F1_m1f1_P1_Y8_UO5343,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.748046875,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4234,ID1_F1_m1f1_P1_Y7_UO564,ID1_F1_m1f1_P1_Y8_UO1676,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.8125,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO5652,ID1_F1_m1f1_P1_Y7_UO3882,ID1_F1_m1f1_P1_Y6_UO2940,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.7578125,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2445,ID1_F1_m1f1_P1_Y6_UO1404,ID1_F1_m1f1_P1_Y8_UO858,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.734375,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO6243,ID1_F1_m1f1_P1_Y7_UO5132,ID1_F1_m1f1_P1_Y6_UO3454,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.75,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO1249,ID1_F1_m1f1_P1_Y7_UO4018,ID1_F1_m1f1_P1_Y8_UO1576,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.73828125,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO5954,ID1_F1_m1f1_P1_Y6_UO5435,ID1_F1_m1f1_P1_Y7_UO3823,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.80078125,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO325,ID1_F1_m1f1_P1_Y7_UO1275,ID1_F1_m1f1_P1_Y8_UO4699,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.767578125,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO5952,ID1_F1_m1f1_P1_Y6_UO5435,ID1_F1_m1f1_P1_Y7_UO3823,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.80078125,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO331,ID1_F1_m1f1_P1_Y7_UO1275,ID1_F1_m1f1_P1_Y8_UO4699,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.767578125,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2359,ID1_F1_m1f1_P1_Y7_UO4218,ID1_F1_m1f1_P1_Y7_UO3887,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.75,1,P0_CV0,1,2,0,0,2
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4344,ID1_F1_m1f1_P1_Y7_UO82,ID1_F1_m1f1_P1_Y7_UO6189,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.806640625,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO1764,ID1_F1_m1f1_P1_Y7_UO1866,ID1_F1_m1f1_P1_Y7_UO4023,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.7734375,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO5744,ID1_F1_m1f1_P1_Y6_UO1404,ID1_F1_m1f1_P1_Y8_UO3398,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.75390625,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO3638,ID1_F1_m1f1_P1_Y7_UO6191,ID1_F1_m1f1_P1_Y8_UO4714,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.80859375,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4485,ID1_F1_m1f1_P1_Y6_UO6594,ID1_F1_m1f1_P1_Y7_UO3667,MXY,1,0.0,1,0,0.0,0,0,0,-9999.0,0.796875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO3985,ID1_F1_m1f1_P1_Y6_UO5557,ID1_F1_m1f1_P1_Y8_UO689,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.8125,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO4843,ID1_F1_m1f1_P1_Y7_UO5331,ID1_F1_m1f1_P1_Y8_UO4871,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.78515625,1,P0_CV0,1,2,0,2,0
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2401,ID1_F1_m1f1_P1_Y7_UO2933,ID1_F1_m1f1_P1_Y8_UO1064,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.8046875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2386,ID1_F1_m1f1_P1_Y7_UO2933,ID1_F1_m1f1_P1_Y8_UO1064,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.8046875,1,P0_CV0,1,2,0,1,1
1,43.908878,-122.157688,ID1_F1_m1f1_P1_Y9_UO2724,ID1_F1_m1f1_P1_Y5_UO3488,ID1_F1_m1f1_P1_Y7_UO5636,FXX,1,0.0,1,0,1.0,0,0,0,-9999.0,0.716796875,1,P0_CV0,1,2,0,2,0
